Context,Collocate
Years 1850-1854: the first in which the fact of the penetration of spermatozoa,penetration
Years 1850-1854: : quite assured of the fact of penetration as connected with,penetration
Years 1850-1854: granules. The importance of this fact of actual penetration by the,penetration
Years 1850-1854: were s0 decisive of the fact of penetration by the spermatozoa,penetration
Years 1850-1854: the proper explanation of the fact of penetration by this body.,penetration
"Years 1850-1854: had promised to show the fact of penetration to a friend,",penetration
Years 1850-1854: is increased. The now ascertained fact of almost instantaneous Sz penetration,penetration
Years 1850-1854: chamber and the yelk. This fact of the penetration of the,penetration
Years 1850-1854: Spermatozoon into the Felk. The fact of the penetration was first,penetration
Years 1850-1854: to a certainty by the fact that the spermatozoa are not,certainty
"Years 1850-1854: in self-correction, the certainty of fact now take the place of",certainty
"Years 1850-1854: external. It is a curious fact connected with polarization by inflexion,",curious
Years 1850-1854: and I noticed a curious fact which I first remarked in,curious
Years 1850-1854: substance. How is this curious fact to be explained? In the,curious
"Years 1850-1854: am acquainted, is the curious fact which was observed by Mr.",curious
Years 1850-1854: and Az+BB+Cy; and from this fact a number of curious symbolical,curious
"Years 1850-1854: There was one exceedingly interesting fact in this experiment,—it was that",interesting
"Years 1850-1854: totally unacquainted with the interesting fact announced in this paper, that",interesting
Years 1850-1854: attentive to note this interesting fact ; it may avail some,interesting
Years 1850-1854: daily disturbances ;' but the fact is interesting as evidencing a,interesting
Years 1850-1854: It is a very interesting fact that Professor Mi'LLEs has found,interesting
Years 1850-1854: below the average. The same fact was stated in my previous,stated
Years 1850-1854: obscnres them. 1 Stated this fact many years ago®. Exp. 4.,stated
Years 1850-1854: or through them. Yet the fact of pene- tration was stated,stated
Years 1850-1854: increase is proved by the fact that many of the patients,proved
Years 1850-1854: in my former memoir*. In fact it is now proved that,proved
"Years 1850-1854: genine, is proved by the fact that far more rubian is",proved
Years 1850-1854: bases is proved by the fact above men- 3N2 456 MR.,proved
"Years 1850-1854: granulation of the surface, a fact which proved most distinetly that",proved
"Years 1850-1854: fluid, is proved by the fact that they become turgid when",proved
Years 1850-1854: preceding products of decomposition. This fact is sufficiently proved by the,proved
"Years 1850-1854: temperature, is proved by the fact that the extract, if concentrated,",proved
"Years 1850-1854: here, because we have in fact already proved it in showing",proved
Years 1850-1854: and the explanation of this fact involves similar phenomena ; thus—,explanation
Years 1850-1854: geometrical explanation of the analytical fact observed in this theory. that,explanation
Years 1850-1854: in course of development. This fact seemed to afford an explanation,explanation
Years 1850-1854: the proper explanation of the fact of penetration by this body.,explanation
Years 1850-1854: of water inwards be in fact established. This explanation is attended,explanation
"Years 1850-1854: 4, the results express in fact the nearest integers to certain",express
"Years 1850-1854: or, to express = the fact in another form, be the",express
Years 1850-1854: of temperature. But the remarkable fact above quoted from Dr. Evwauvs's,remarkable
Years 1850-1854: the discovery of the remarkable fact that * equal volumes of,remarkable
