Context,Collocate
"Years 1861-1865: and mercury, or the curious fact that the fluid elec- trodes",curious
"Years 1861-1865: and decli- nation, a curious fact presented itself. Although it is",curious
Years 1861-1865: the other. 24. This curious fact may likewise be stated in,curious
Years 1861-1865: it is a curious subjective fact that the parts possessing superior,curious
"Years 1861-1865: h. Tt is a curious fact that all these different types,",curious
"Years 1861-1865: the analysis, and this curious fact must thus remain unexplained until",curious
Years 1861-1865: but the curious and surprising fact in the observation from 22”,curious
"Years 1861-1865: depth, but that this curious fact is observed only in the",curious
Years 1861-1865: to me that this curious fact can be explained only by,curious
Years 1861-1865: simple explanation of an interesting fact noticed OF RADIANT HEAT TO,interesting
Years 1861-1865: region Hows the very interesting fact that its salinity increases on,interesting
"Years 1861-1865: South, we find the interesting fact that the water flowing in",interesting
Years 1861-1865: small size. The moxst interesting fact to be pointed out is,interesting
Years 1861-1865: direct my attention to the fact that Mr. SToxey's positions are,attention
"Years 1861-1865: to call attention to the fact that, in the experiments just",attention
"Years 1861-1865: however, call attention Sto the fact that, in the case of",attention
Years 1861-1865: already called attention to the fact that the physiological phenomena exhi-,attention
Years 1861-1865: to draw attention to the fact that all nerye-fibres at their,attention
Years 1861-1865: further draw attention to the fact that for this region also,attention
Years 1861-1865: will call attention to the fact that we have = as,attention
Years 1861-1865: to direct attention to the fact that while the processes employed,attention
"Years 1861-1865: integrals of which,” because in fact these equations express the conditions",express
"Years 1861-1865: that they merely express the fact that G, the resultant of",express
"Years 1861-1865: equations. They merely express the fact that D(H) has L, M,",express
Years 1861-1865: the loss. T believe the fact is well established that the,established
Years 1861-1865: kept exhausted. Having established the fact that a length of 8,established
Years 1861-1865: to a liquid occurs. The fact established in the earlier sections,established
"Years 1861-1865: rendered very probable by the fact of its powder not, """,probable
"Years 1861-1865: truth, is probable from the fact that, in imitating the process",probable
Years 1861-1865: probable ; but when this fact is considered with reference to,probable
"Years 1861-1865: becomes more probable from the fact that chemically similar, and even",probable
Years 1861-1865: is further probable from the fact that the sum of the,probable
Years 1861-1865: with either. And the important fact that the s0-called connective-tissue corpuscles,important
"Years 1861-1865: » Table, the ll important fact will be obvious, namely, the",important
Years 1861-1865: Source. 2 To this important fact the disturbances of each of,important
Years 1861-1865: first to record the important fact that the qualities of heat,important
Years 1861-1865: simple explanation of an interesting fact noticed OF RADIANT HEAT TO,explanation
"Years 1861-1865: gravels. The explanation of this fact is, I apprehend, to be",explanation
"Years 1861-1865: seek an explanation of the fact in another direction, be supposing",explanation
"Years 1861-1865: less rich in salts, a fact which finds FR explanation in",explanation
Years 1861-1865: of more perfect combustion. In fact it 800n became evident that,evident
Years 1861-1865: the stereoscope render evident the fact of the moon being an,evident
Years 1861-1865: weight is evident from the fact that the specific refractive energy,evident
"Years 1861-1865: as is evident from the fact that when J, L become",evident
Years 1861-1865: be approximately equal. Yet in fact we find that neither in,yet
Years 1861-1865: making this statement by the fact that we have not yet,yet
"Years 1861-1865: writes MELLON1, © as no fact is yet known which distinctly",yet
Years 1861-1865: will be the most extraordinary fact that has yet appeared in,yet
"Years 1861-1865: be indecomposable in point, of fact and yet from reasons of",yet
"Years 1861-1865: horizontal,” 80? or more, in fact as far oyer As it",far
Years 1861-1865: in the second column. In fact as far as the eighth,far
Years 1861-1865: in s0 far of a fact of nature. Nor is it,far
Years 1861-1865: excepting s0 far as this fact is itself a point for,far
Years 1861-1865: correct 80 far as the fact of the similarity in this,far
"Years 1861-1865: to be easily accessible, each fact having been made as far",far
"Years 1861-1865: place. S It is a fact observed in agriculture, that manures",observed
Years 1861-1865: I have observed the same fact in sponges not habitually parasitical.,observed
Years 1861-1865: until s0me time afterwards. 'This fact may be observed in the,observed
"Years 1861-1865: objected that, Judging from the fact of the decrease generally observed",observed
Years 1861-1865: in its mass. The 8ame fact has also been observed not,observed
"Years 1861-1865: depth, but that this curious fact is observed only in the",observed
"Years 1861-1865: place. S It is a fact observed in agriculture, that manures",observed
Years 1861-1865: I have observed the same fact in sponges not habitually parasitical.,observed
Years 1861-1865: until s0me time afterwards. 'This fact may be observed in the,observed
"Years 1861-1865: objected that, Judging from the fact of the decrease generally observed",observed
Years 1861-1865: in its mass. The 8ame fact has also been observed not,observed
"Years 1861-1865: depth, but that this curious fact is observed only in the",observed
"Years 1861-1865: function of the roots. In fact fo, =a,—7,+ o(a,;—7T,) +&(2,—0;,)+of(@,—7;), is",function
"Years 1861-1865: the function V and the fact that its coefficients are positive,",function
Years 1861-1865: the expression for (0H). In fact taking H a function of,function
Years 1861-1865: view must be set the fact that the spermatheca of the,must
Years 1861-1865: annealed wires by experiment; in fact we must asxume that the,must
"Years 1861-1865: have the same signs, in fact each must be negative. The",must
"Years 1861-1865: the analysis, and this curious fact must thus remain unexplained until",must
"Years 1861-1865: hydrogen, chlorine, &c. must in fact be taken only half as",must
Years 1861-1865: but the curious and surprising fact in the observation from 22”,observation
"Years 1861-1865: place. S It is a fact observed in agriculture, that manures",observed
Years 1861-1865: I have observed the same fact in sponges not habitually parasitical.,observed
Years 1861-1865: until s0me time afterwards. 'This fact may be observed in the,observed
"Years 1861-1865: objected that, Judging from the fact of the decrease generally observed",observed
Years 1861-1865: in its mass. The 8ame fact has also been observed not,observed
"Years 1861-1865: depth, but that this curious fact is observed only in the",observed
"Years 1861-1865: place. S It is a fact observed in agriculture, that manures",observed
Years 1861-1865: I have observed the same fact in sponges not habitually parasitical.,observed
Years 1861-1865: until s0me time afterwards. 'This fact may be observed in the,observed
"Years 1861-1865: objected that, Judging from the fact of the decrease generally observed",observed
Years 1861-1865: in its mass. The 8ame fact has also been observed not,observed
"Years 1861-1865: depth, but that this curious fact is observed only in the",observed
"Years 1861-1865: certain electro-physiological pheno- mena, 'This fact is resumed in the following",following
"Years 1861-1865: towards the hill, following in fact nearly the present shape of",following
Years 1861-1865: quite distinct. This is a fact of great importance. Morphological Conelusions,great
"Years 1861-1865: the moon's disk, which in fact it accom- plished with great",great
Years 1861-1865: in our experiments. Witness the fact of the great increase both,great
Years 1861-1865: determination does not invalidate the fact that the great commissure which,great
Years 1861-1865: for this. Such changes in fact may have produced all the,may
"Years 1861-1865: this, may be stated the fact that plants derive much of",may
Years 1861-1865: through a red-hot tube. This fact may explain the absorption of,may
Years 1861-1865: circumstance we may ascribe the fact that the raphe cannot be,may
Years 1861-1865: may be made of this fact to throw light on the,may
Years 1861-1865: the other. 24. This curious fact may likewise be stated in,may
Years 1861-1865: Q); and it may in fact be easily deduced from the,may
Years 1861-1865: the sphenoid. Of this latter fact we may be convinced by,may
"Years 1861-1865: 80*, becomes exceedingly brittle, in fact it may be powdered in",may
"Years 1861-1865: may also assume from the fact that, when the wires on",may
"Years 1861-1865: one large individual, and this fact may probably account for the",may
"Years 1861-1865: be accelerated, and may in fact be completed in the course",may
"Years 1861-1865: I may revert to the fact T haye already stated *,",may
Years 1861-1865: until s0me time afterwards. 'This fact may be observed in the,may
Years 1861-1865: others as a straight fibre—a fact which may hereafter be of,may
"Years 1861-1865: lower order, We may in fact conclude that such reduced differential",may
"Years 1861-1865: products of decomposition may in fact be safely predicted beforehand, as",may
Years 1861-1865: phenylic alcohol. It may in fact be considered as the first,may
Years 1861-1865: than as real values. In fact it may be inferred that,may
Years 1861-1865: in its shell-tissue ; in fact it may be said to,may
Years 1861-1865: for this. Such changes in fact may have produced all the,may
"Years 1861-1865: this, may be stated the fact that plants derive much of",may
Years 1861-1865: through a red-hot tube. This fact may explain the absorption of,may
Years 1861-1865: circumstance we may ascribe the fact that the raphe cannot be,may
Years 1861-1865: may be made of this fact to throw light on the,may
Years 1861-1865: the other. 24. This curious fact may likewise be stated in,may
Years 1861-1865: Q); and it may in fact be easily deduced from the,may
Years 1861-1865: the sphenoid. Of this latter fact we may be convinced by,may
"Years 1861-1865: 80*, becomes exceedingly brittle, in fact it may be powdered in",may
"Years 1861-1865: may also assume from the fact that, when the wires on",may
"Years 1861-1865: one large individual, and this fact may probably account for the",may
"Years 1861-1865: be accelerated, and may in fact be completed in the course",may
"Years 1861-1865: I may revert to the fact T haye already stated *,",may
Years 1861-1865: until s0me time afterwards. 'This fact may be observed in the,may
Years 1861-1865: others as a straight fibre—a fact which may hereafter be of,may
"Years 1861-1865: lower order, We may in fact conclude that such reduced differential",may
"Years 1861-1865: products of decomposition may in fact be safely predicted beforehand, as",may
Years 1861-1865: phenylic alcohol. It may in fact be considered as the first,may
Years 1861-1865: than as real values. In fact it may be inferred that,may
Years 1861-1865: in its shell-tissue ; in fact it may be said to,may
"Years 1861-1865: E(E'—108Q)), and which is in fact (t= JE; =), the equation",equation
Years 1861-1865: the equation of differences. In fact we have GO +9Yac—b)+4/ =27TO,equation
Years 1861-1865: of T; this is in fact given by the equation 0=aT+30B+3cC+4D,equation
"Years 1861-1865: equation there considered is in fact due to JacoBi, who, in",equation
"Years 1861-1865: 2, w'), which is in fact the equation of the scroll",equation
"Years 1861-1865: E(E'—108Q)), and which is in fact (t= JE; =), the equation",equation
Years 1861-1865: the equation of differences. In fact we have GO +9Yac—b)+4/ =27TO,equation
Years 1861-1865: of T; this is in fact given by the equation 0=aT+30B+3cC+4D,equation
"Years 1861-1865: equation there considered is in fact due to JacoBi, who, in",equation
"Years 1861-1865: 2, w'), which is in fact the equation of the scroll",equation
Years 1861-1865: air absorbed; it will in fact be too small to be,air
Years 1861-1865: the gases transpired separately. In fact 5 per cent. of air,air
"Years 1861-1865: however, call attention Sto the fact that, in the case of",case
Years 1861-1865: the former law being in fact only an extreme case of,case
"Years 1861-1865: the foregoing Tables discloses the fact that, in the case of",case
"Years 1861-1865: however, call attention Sto the fact that, in the case of",case
Years 1861-1865: the former law being in fact only an extreme case of,case
"Years 1861-1865: the foregoing Tables discloses the fact that, in the case of",case
"Years 1861-1865: apparently simple, does in point fact inyolye prodigious labour. Mr. SA\MvuEL",point
Years 1861-1865: physiological point of view. The fact that the roots from the,point
Years 1861-1865: excepting s0 far as this fact is itself a point for,point
Years 1861-1865: we know in point of fact that a glacier is a,point
Years 1861-1865: of the Torse is in fact as follows: from any point,point
Years 1861-1865: to a distinct family. In fact every point in the curyes,point
"Years 1861-1865: however, call attention Sto the fact that, in the case of",case
Years 1861-1865: the former law being in fact only an extreme case of,case
"Years 1861-1865: the foregoing Tables discloses the fact that, in the case of",case
"Years 1861-1865: however, call attention Sto the fact that, in the case of",case
Years 1861-1865: the former law being in fact only an extreme case of,case
"Years 1861-1865: the foregoing Tables discloses the fact that, in the case of",case
"Years 1861-1865: E(E'—108Q)), and which is in fact (t= JE; =), the equation",equation
Years 1861-1865: the equation of differences. In fact we have GO +9Yac—b)+4/ =27TO,equation
Years 1861-1865: of T; this is in fact given by the equation 0=aT+30B+3cC+4D,equation
