Context,Collocate
"Years 2007-2016: understood by the trier of fact when hearing expert opinions [11],",trier
Years 2007-2016: and how the trier of fact takes on board the content.,trier
"Years 2007-2016: Waller, J. 2002 Fabulous science: fact and fiction in the history",fiction
Years 2007-2016: problem is compounded by the fact that the integration time >),compounded
Years 2007-2016: trend is compounded by the fact that many giant TFCs have,compounded
Years 2007-2016: This is compounded by the fact that many forecasts are not,compounded
Years 2007-2016: breakpoints is compounded by the fact that tumour and the Tasmanian,compounded
"Years 2007-2016: problem is compounded by the fact that, to date, most data",compounded
Years 2007-2016: This is compounded by the fact that understanding protected areas benefited,compounded
Years 2007-2016: This was compounded by the fact that there was little of,compounded
Years 2007-2016: 3 is compounded by the fact that the photons which propagate,compounded
"Years 2007-2016: and in spite of the fact that CO, increase in the",spite
Years 2007-2016: intervals in spite of the fact that their speech and review,spite
"Years 2007-2016: shocked, in spite of the fact that they had been disconnected",spite
"Years 2007-2016: mammals, in spite of the fact that their protein- demethylation of",spite
"Years 2007-2016: occupation, in spite of the fact that the research was clearly",spite
"Years 2007-2016: species, in spite of the fact that the field of pharmaco-",spite
"Years 2007-2016: Therefore, in spite of the fact that the environmental and systems",spite
"Years 2007-2016: physicists. In spite of the fact that, on measure?’ the scale",spite
Years 2007-2016: observed (in spite of the fact that some of the models,spite
"Years 2007-2016: density, in spite of the fact that the polaron density in",spite
"Years 2007-2016: repeatedly, in spite of the fact that they may only occur",spite
Years 2007-2016: [182] in spite of the fact that it has no support,spite
"Years 2007-2016: turbines, in spite of the fact that their characteristics would seem",spite
Years 2007-2016: valuators in spite of the fact that the former are getting,spite
Years 2007-2016: in spite of the inescapable fact that of education also matters,spite
Years 2007-2016: (an = spite of the fact that social learning by agent,spite
"Years 2007-2016: values, in spite of the fact that the corresponding operators are",spite
Years 2007-2016: [22]. In spite of the fact that only relatively low stresses,spite
Years 2007-2016: knowledge in spite of the fact that our concepts for having,spite
"Years 2007-2016: not in spite of, the fact that we too are ‘beast",spite
Years 2007-2016: This is due to the fact that in spite of very,spite
"Years 2007-2016: experienced two droughts, Despite the fact that deforestation may not be",despite
"Years 2007-2016: issue was to highlight the fact that, despite many difficulties and",despite
Years 2007-2016: shifting to species. Despite the fact that approximately 150 years how,despite
"Years 2007-2016: motor metric features, despite the fact that they display only circuitry",despite
"Years 2007-2016: that proper Furthermore, despite the fact that they both target the",despite
Years 2007-2016: revealed neural efficiency. Despite the fact individual brain through both behavioural,despite
"Years 2007-2016: al. (2009). tion, despite the fact their exact mechanisms have not",despite
"Years 2007-2016: flat rate charging, despite the fact that most users would benefit",despite
Years 2007-2016: of mortality worldwide despite the fact that currently available strategies o,despite
"Years 2007-2016: through the population, despite the fact that this leads to a",despite
Years 2007-2016: the control 2005). Despite the fact that some biochemical par- of,despite
"Years 2007-2016: (doi:10.1210/en.141.5.1795) paradigms. Moreover, despite the fact that many genes Abel, M.",despite
"Years 2007-2016: studied the acknowledged, despite the fact that these island habi- factors",despite
Years 2007-2016: a starting point. Despite the fact that there are significant differences,despite
"Years 2007-2016: al. 2005). Nevertheless, despite the fact that unsustainable trade in bushmeat",despite
Years 2007-2016: & Konhauser 1994). Despite the fact that pressure and diffusion are,despite
Years 2007-2016: proposition (e.g. [1-5]). Despite the fact that it is straightforward to,despite
Years 2007-2016: the great unknowns. Despite the fact that the Drake equation has,despite
Years 2007-2016: of its committees. Despite the fact that it has subsequently been,despite
Years 2007-2016: the ESS collapse despite the fact that cod not deep divers,despite
"Years 2007-2016: the measured values, despite the fact that the kinetic parameters in",despite
"Years 2007-2016: their closure parameters, despite the fact that considerable uncertainty exists and",despite
"Years 2007-2016: similar to Brazil, despite the fact that about one-third of these",despite
Years 2007-2016: insecticides. This was despite the fact that farmer-based methods for field,despite
Years 2007-2016: deforestation and degradation. Despite the fact that net annual forest loss,despite
Years 2007-2016: in these processes; despite the fact that they tend to be,despite
Years 2007-2016: with the words despite the fact that it started off with,despite
Years 2007-2016: proficient performance [28] despite the fact that visual attention by the,despite
"Years 2007-2016: of Wiener-Kolmogorov filtering, despite the fact that Kalman and nonlinear filtering",despite
"Years 2007-2016: of this value, despite the fact that most of it accrues",despite
Years 2007-2016: research. This is despite the fact that it was first recognized,despite
Years 2007-2016: and price volatility. Despite the fact that most farmers in the,despite
Years 2007-2016: spatial discrimination task despite the fact during spatial reversal learning. We,despite
"Years 2007-2016: very rarely humans, despite the fact that they were first discovered",despite
Years 2007-2016: be method [83]. Despite the fact that the stimuli remained invis-,despite
Years 2007-2016: [35] (figure 3). Despite the fact nonlinear response to environmental change,despite
Years 2007-2016: the wrong variable: despite the fact that CSD is announce a,despite
Years 2007-2016: & Lande [130]). Despite the fact that Berg’s papers focused primarily,despite
"Years 2007-2016: taking a nap’), despite the fact that they could easily have",despite
"Years 2007-2016: and conspecifics [44], despite the fact that these them to animals",despite
Years 2007-2016: be active despite yy the fact that locations are not explicitly,despite
Years 2007-2016: in the task. Despite the fact that the two partners were,despite
"Years 2007-2016: lorry-car-lorry-car-lorry-car. This is despite the fact that a very straightforward way,",despite
Years 2007-2016: significant group differences despite the fact that the The measurement interval,despite
Years 2007-2016: centriole ition to appreciate the fact that despite considerable progress in,despite
"Years 2007-2016: and birds [42], despite the fact that their respective lineages diverged",despite
Years 2007-2016: distance to threshold. Despite the fact that excitatory neur- Cm SP,despite
Years 2007-2016: rule. This is despite the fact that relatedness between helpers and,despite
"Years 2007-2016: population abundance [70,72,81,90]. Despite the fact sidered at low transmission risk,",despite
Years 2007-2016: read: This is despite the fact that the SCZ patients as,despite
"Years 2007-2016: material, table S1). Despite the fact that a vast majority of",despite
Years 2007-2016: Soc. B remains. Despite the fact that success in ancient DNA,despite
"Years 2007-2016: source field. Unfortunately, despite the fact that vy are supposed to",despite
"Years 2007-2016: group of agents, despite the fact that the entire population can",despite
"Years 2007-2016: failure bound’. Thus, despite the fact that ‘the ethics of our",despite
"Years 2007-2016: H. sapiens. Furthermore, despite the fact that Au. sediba’s = and",despite
Years 2007-2016: vaccine production purposes. Despite the fact that formed between the carriers,despite
"Years 2007-2016: itself (e.g. [143,144]), despite the fact and informative workshop leading to",despite
"Years 2007-2016: rest of India, despite the fact that children in India are",despite
Years 2007-2016: the human brain despite the fact that its neurobiological origin and,despite
Years 2007-2016: in PD patients. Despite the fact that L-DOPA improves motor function,despite
"Years 2007-2016: as disembodied robots, despite the fact that they can control them",despite
"Years 2007-2016: Johnny Cash music, despite the fact that S before DBS the",despite
"Years 2007-2016: 16, this is despite the fact that the age-specific cause of",despite
Years 2007-2016: in (figure 2). Despite the fact that there are no significant,despite
Years 2007-2016: science. This is despite the fact that the human exam- iner,despite
Years 2007-2016: lead the investigation despite the fact the information was poten- tially,despite
Years 2007-2016: as a whole. Despite the fact that many of these comments,despite
Years 2007-2016: on a country-by-country Despite the fact that we find no evidence,despite
"Years 2007-2016: surface, the that despite the fact that cracking a macadamia nut",despite
Years 2007-2016: from ungulate embryos despite the fact that a considerable effort has,despite
"Years 2007-2016: for resources (water). Despite the fact that facilitation is ignored, this",despite
Years 2007-2016: and environmental conditions. Despite the fact that there has been significant,despite
Years 2007-2016: collection is presented. Despite the fact that many SHM techniques and,despite
"Years 2007-2016: bulk melting point, despite the fact that the free energy of",despite
"Years 2007-2016: difficult to determine despite the fact that, at these scales and",despite
"Years 2007-2016: the quiet Sun, despite the fact that the photosphere is sub-adiabatic,",despite
"Years 2007-2016: (figure 1a), and despite the fact that our simulations do not",despite
"Years 2007-2016: than in IPSL-CM5A-LR, despite the fact that the new atmospheric physics",despite
Years 2007-2016: in viewing experience despite the fact it was just more of,despite
