Context,Collocate
"Years 1811-1820: light, to which this curious fact must be ascribed,* The intensity",curious
"Years 1811-1820: us to explain the curious fact observed by MALvs, relative to",curious
"Years 1811-1820: fine analogy with the curious fact in magnetism, that two bars",curious
Years 1811-1820: itself. It is a curious fact in the rupture of amorphous,curious
"Years 1811-1820: as possible, re- specting a fact s0 curious and important in.",curious
Years 1811-1820: the knowledge of the important fact of the get of forty-six,important
"Years 1811-1820: to be a very important fact ; although perhaps, not connected",important
"Years 1811-1820: as possible, re- specting a fact s0 curious and important in.",important
"Years 1811-1820: and from this highly important fact I am led to conclude,",important
"Years 1811-1820: * 175 to the general fact which I have stated above,",stated
"Years 1811-1820: in the thoracic duct, This fact I ascertained at the Veterinary",ascertained
Years 1811-1820: appear to me that the fact deserved to be ascertained by,ascertained
Years 1811-1820: is the connection. The same fact may be ascertained by making,ascertained
Years 1811-1820: Besides the new and unexpected fact which was thus brought to,new
"Years 1811-1820: combinations resembles oxygen. This new fact will, I hope, do something",new
Years 1811-1820: to be quite a new fact in the history of chemistry,new
"Years 1811-1820: de- rived from clysters, a fact well ascertained, but which could",well
"Years 1811-1820: north and north-west, was a fact well understood ; and even",well
"Years 1811-1820: ; for. it is' a. fact s0 well established, that no.",well
"Years 1811-1820: the affirmative, and thought the fact well worthy of inves- tigation",well
"Years 1811-1820: general Observalions. It is a fact worthy of notice, that phosphoric",general
"Years 1811-1820: may remark, is a general fact at sea, and one of",general
Years 1811-1820: so that it is in fact a general solution. Thus in,general
Years 1811-1820: ; but though the general fact which each of us discovered,general
Years 1811-1820: be considered as a general fact when drawn from such a,general
"Years 1811-1820: * 175 to the general fact which I have stated above,",general
Years 1811-1820: appear to me that the fact deserved to be ascertained by,appear
"Years 1811-1820: waters of the ocean. The fact however may be, - and",however
Years 1811-1820: other parts do not. This fact appears to be ascertained. by,appears
Years 1811-1820: on the Light P.S. A fact which appears to be somewhat,appears
"Years 1811-1820: us to explain the curious fact observed by MALvs, relative to",observed
"Years 1811-1820: anomalous and S hitherto unexplained fact observed by the younger EvLe,",observed
"Years 1811-1820: combined with them. The following fact seems to confirm this suspicion,",following
