author,date,identifier,keywords,language,og_url,pdf_download_link,pdf_link,publisher,subjects,title
William Ramsay,1887-12-31,10.1098/rsta.1887.0011,,EN,https://royalsocietypublishing.org/doi/10.1098/rsta.1887.0011,https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.1887.0011?download=true,/doi/epdf/10.1098/rsta.1887.0011,The Royal SocietyLondon,,XI. On evaporation and dissociation.―Part V. A study of the thermal properties of methyl-alcohol
S. A. Hill,1887-12-31,10.1098/rsta.1887.0012,,EN,https://royalsocietypublishing.org/doi/10.1098/rsta.1887.0012,https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.1887.0012?download=true,/doi/epdf/10.1098/rsta.1887.0012,The Royal SocietyLondon,,"XII. Some anomalies in the winds of Northern India, and their relation to the distribution of barometric pressure"
George Howard Darwin,1887-12-31,10.1098/rsta.1887.0013,,EN,https://royalsocietypublishing.org/doi/10.1098/rsta.1887.0013,https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.1887.0013?download=true,/doi/epdf/10.1098/rsta.1887.0013,The Royal SocietyLondon,,XIII. On figures of equilibrium of rotating masses of fluid
James Thomson Bottomley,1887-12-31,10.1098/rsta.1887.0014,,EN,https://royalsocietypublishing.org/doi/10.1098/rsta.1887.0014,https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.1887.0014?download=true,/doi/epdf/10.1098/rsta.1887.0014,The Royal SocietyLondon,,XIV. On thermal radiation in absolute measure
Joseph John Thomson,1887-12-31,10.1098/rsta.1887.0016,,EN,https://royalsocietypublishing.org/doi/10.1098/rsta.1887.0016,https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.1887.0016?download=true,/doi/epdf/10.1098/rsta.1887.0016,The Royal SocietyLondon,,XVI. Some applications of dynamical principles to physical phenomena.—Part II
Herbert Tomlinson,1888-12-31,10.1098/rsta.1888.0001,,EN,https://royalsocietypublishing.org/doi/10.1098/rsta.1888.0001,https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.1888.0001?download=true,/doi/epdf/10.1098/rsta.1888.0001,The Royal SocietyLondon,,I. The influence of stress and strain on the physical properties of matter.—Part I. Elasticity (continued).—The effect of magnetisation on the elasticity and the internal friction of metals
William Crookes,1887-12-31,10.1098/rsta.1887.0015,,EN,https://royalsocietypublishing.org/doi/10.1098/rsta.1887.0015,https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.1887.0015?download=true,/doi/epdf/10.1098/rsta.1887.0015,The Royal SocietyLondon,,XV. On the supposed “new force” of M. J. Thore
George Downing Liveing,1888-12-31,10.1098/rsta.1888.0002,,EN,https://royalsocietypublishing.org/doi/10.1098/rsta.1888.0002,https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.1888.0002?download=true,/doi/epdf/10.1098/rsta.1888.0002,The Royal SocietyLondon,,II. On the spectrum of the oxy-hydrogen flame
James Joseph Sylvester,1888-12-31,10.1098/rsta.1888.0004,,EN,https://royalsocietypublishing.org/doi/10.1098/rsta.1888.0004,https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.1888.0004?download=true,/doi/epdf/10.1098/rsta.1888.0004,The Royal SocietyLondon,,IV. On Hamilton's numbers.—Part II
I. T. Chapman and S. C. Cowley and H. R. Wilson,2024-10-9,rsta20230416,"fusion energy,magnetic confinement fusion,plasma physics",EN,https://royalsocietypublishing.org/doi/10.1098/rsta.2023.0416,https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2023.0416?download=true,/doi/epdf/10.1098/rsta.2023.0416,The Royal Society,"fusion energy,magnetic confinement fusion,plasma physics,energy,nuclear physics,plasma physics,power and energy systems",The Spherical Tokamak for Energy Production theme issue introduction
Adam Baker,2024-10-9,rsta20230401,"fusion energy,government policy,public investment,STEP",EN,https://royalsocietypublishing.org/doi/10.1098/rsta.2023.0401,https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2023.0401?download=true,/doi/epdf/10.1098/rsta.2023.0401,The Royal Society,"fusion energy,government policy,public investment,STEP,energy",The Spherical Tokamak for Energy Production (STEP) in context UK public sector approach to fusion energy
Auregan Boyet and Víctor Vilarrasa and Jonny Rutqvist and Silvia De Simone,2024-8-9,rsta20230179,"induced seismicity,enhanced geothermal system",EN,https://royalsocietypublishing.org/doi/10.1098/rsta.2023.0179,https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2023.0179?download=true,/doi/epdf/10.1098/rsta.2023.0179,The Royal Society,"induced seismicity,enhanced geothermal system,geophysics",Forecasting fluid-injection induced seismicity to choose the best injection strategy for safety and efficiency
George Howard Darwin,1889-12-31,10.1098/rsta.1889.0001,,EN,https://royalsocietypublishing.org/doi/10.1098/rsta.1889.0001,https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.1889.0001?download=true,/doi/epdf/10.1098/rsta.1889.0001,The Royal SocietyLondon,,"I. On the mechanical conditions of a swarm of meteorites, and on theories of cosmogony"
Charles Vernon Boys,1889-12-31,10.1098/rsta.1889.0005,,EN,https://royalsocietypublishing.org/doi/10.1098/rsta.1889.0005,https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.1889.0005?download=true,/doi/epdf/10.1098/rsta.1889.0005,The Royal SocietyLondon,,V. The radio-micrometer
Sean T. Vittadello and Thomas Leyshon and David Schnoerr and Michael P. H. Stumpf,2021-12-27,10.1098/rsta.2020.0272,"pattern formation,positional information,design principles",EN,https://royalsocietypublishing.org/doi/10.1098/rsta.2020.0272,https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2020.0272?download=true,/doi/epdf/10.1098/rsta.2020.0272,The Royal Society,"pattern formation,positional information,design principles,biomathematics,cellular biophysics,computational biology,mathematical modelling",Turing pattern design principles and their robustness
I. A. Khovanov,2021-5-31,10.1098/rsta.2020.0245,"energy harvesting,bistable system,harmonic noise,stochastic resonance,vibrational resonance",EN,https://royalsocietypublishing.org/doi/10.1098/rsta.2020.0245,https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2020.0245?download=true,/doi/epdf/10.1098/rsta.2020.0245,The Royal Society Publishing,"energy harvesting,bistable system,harmonic noise,stochastic resonance,vibrational resonance,mathematical modelling,mechanical engineering,power and energy systems",The response of a bistable energy harvester to different excitations the harvesting efficiency and links with stochastic and vibrational resonances
Douwe Jan Bonthuis and Yuki Uematsu and Roland R. Netz,2016-2-13,10.1098/rsta.2015.0033,"aqueous interfaces,dielectric tensor,viscosity tensor,mobility,capacitance",EN,https://royalsocietypublishing.org/doi/10.1098/rsta.2015.0033,https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2015.0033?download=true,/doi/epdf/10.1098/rsta.2015.0033,The Royal Society Publishing,"aqueous interfaces,dielectric tensor,viscosity tensor,mobility,capacitance,biophysics,chemical physics,nanotechnology",Interfacial layer effects on surface capacitances and electro-osmosis in electrolytes
I. Strachan,2004-12-15,10.1098/rsta.2004.2000,,EN,https://royalsocietypublishing.org/doi/10.1098/rsta.2004.2000,https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2004.2000?download=true,/doi/epdf/10.1098/rsta.2004.2000,The Royal Society,,"Correction for Strachan, How to count curves from nineteenth-century problems to twenty-first-century solutions"
E. D. Zanotto and V. M. Fokin,2003-12-15,10.1098/rsta.2003.2000,,EN,https://royalsocietypublishing.org/doi/10.1098/rsta.2003.2000,https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2003.2000?download=true,/doi/epdf/10.1098/rsta.2003.2000,The Royal Society,,"Correction for Zanotto and Fokin, Recent studies of internal and surface nucleation in silicate glasses"
Martin J. Rees,2003-11-15,10.1098/rsta.2003.1289,"Cosmology,Galaxies,Neutrinos,Inflation,Stars,Dark Matter",EN,https://royalsocietypublishing.org/doi/10.1098/rsta.2003.1289,https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2003.1289?download=true,/doi/epdf/10.1098/rsta.2003.1289,The Royal Society,"Cosmology,Galaxies,Neutrinos,Inflation,Stars,Dark Matter",Introduction
none,2003-10-15,10.1098/rsta.2003.1275,,EN,https://royalsocietypublishing.org/doi/10.1098/rsta.2003.1275,https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2003.1275?download=true,/doi/epdf/10.1098/rsta.2003.1275,The Royal Society,,Preface
John A. Bullinaria,2003-10-15,10.1098/rsta.2003.1249,"evolution,control systems,modelling,biology,robots",EN,https://royalsocietypublishing.org/doi/10.1098/rsta.2003.1249,https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2003.1249?download=true,/doi/epdf/10.1098/rsta.2003.1249,The Royal Society,"evolution,control systems,modelling,biology,robots",From biological models to the evolution of robot control systems
none,2003-6-15,10.1098/rsta.2003.1183,,EN,https://royalsocietypublishing.org/doi/10.1098/rsta.2003.1183,https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2003.1183?download=true,/doi/epdf/10.1098/rsta.2003.1183,The Royal Society,,Preface
Tom C. B. McLeish and Mike E. Cates and Julia S.  Higgins and Peter D. Olmsted,2003-4-15,10.1098/rsta.2002.1169,,EN,https://royalsocietypublishing.org/doi/10.1098/rsta.2002.1169,https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2002.1169?download=true,/doi/epdf/10.1098/rsta.2002.1169,The Royal Society,,Introduction
Roger T. Bonnecaze and Gregory J. Rodin,2003-5-15,10.1098/rsta.2003.1200,,EN,https://royalsocietypublishing.org/doi/10.1098/rsta.2003.1200,https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2003.1200?download=true,/doi/epdf/10.1098/rsta.2003.1200,The Royal Society,,Preface
none,2003-8-15,10.1098/rsta.2003.1235,,EN,https://royalsocietypublishing.org/doi/10.1098/rsta.2003.1235,https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2003.1235?download=true,/doi/epdf/10.1098/rsta.2003.1235,The Royal Society,,Preface
G. E. Kalmus and N. J. T. Smith and C. S. Frenk and S. D. M. White,2003-11-15,10.1098/rsta.2003.1287,,EN,https://royalsocietypublishing.org/doi/10.1098/rsta.2003.1287,https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2003.1287?download=true,/doi/epdf/10.1098/rsta.2003.1287,The Royal Society,,Preface
G. W. Greenwood and  A. L. Greer and D. M. Herlach and K. F. Kelton,2003-3-15,10.1098/rsta.2002.1153,,EN,https://royalsocietypublishing.org/doi/10.1098/rsta.2002.1153,https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2002.1153?download=true,/doi/epdf/10.1098/rsta.2002.1153,The Royal Society,,Introduction
R. W. Cahn,2003-3-15,10.1098/rsta.2002.1183,,EN,https://royalsocietypublishing.org/doi/10.1098/rsta.2002.1183,https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2002.1183?download=true,/doi/epdf/10.1098/rsta.2002.1183,The Royal Society,,General discussion
Mike G. Burt and John H. Harding and A. Marshall Stoneham,2003-2-15,10.1098/rsta.2002.1143,,EN,https://royalsocietypublishing.org/doi/10.1098/rsta.2002.1143,https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2002.1143?download=true,/doi/epdf/10.1098/rsta.2002.1143,The Royal Society,,Introduction
R. Schwarze and J. O. Niles and J. Olander,2002-12-15,10.1098/rsta.2002.2000,,EN,https://royalsocietypublishing.org/doi/10.1098/rsta.2002.2000,https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2002.2000?download=true,/doi/epdf/10.1098/rsta.2002.2000,The Royal Society,,"Correction for Schwarze et al., Understanding and managing leakage in forest-based greenhouse-gas-mitigation projects"
R. D. Blandford,2002-9-15,10.1098/rsta.2002.1072,,EN,https://royalsocietypublishing.org/doi/10.1098/rsta.2002.1072,https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2002.1072?download=true,/doi/epdf/10.1098/rsta.2002.1072,The Royal Society,,Preface
none,2002-6-15,10.1098/rsta.2002.1042,,EN,https://royalsocietypublishing.org/doi/10.1098/rsta.2002.1042,https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2002.1042?download=true,/doi/epdf/10.1098/rsta.2002.1042,The Royal Society,,Preface
A. Howie and J. E. Ffowcs Williams,2002-5-15,10.1098/rsta.2002.0982,,EN,https://royalsocietypublishing.org/doi/10.1098/rsta.2002.0982,https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2002.0982?download=true,/doi/epdf/10.1098/rsta.2002.0982,The Royal Society,,Preface
DARREN R. GROCKE and MICHAL KUCERA,2002-4-15,10.1098/rsta.2001.0967,,EN,https://royalsocietypublishing.org/doi/10.1098/rsta.2001.0967,https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2001.0967?download=true,/doi/epdf/10.1098/rsta.2001.0967,The Royal Society,,Introduction
W. Craig and M. D. Groves and G. Schneider and J. F. Toland,2002-10-15,10.1098/rsta.2002.1069,,EN,https://royalsocietypublishing.org/doi/10.1098/rsta.2002.1069,https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2002.1069?download=true,/doi/epdf/10.1098/rsta.2002.1069,The Royal Society,,Introduction
C. W. Smith and J. F. V. Vincent,2002-2-15,10.1098/rsta.2001.0931,,EN,https://royalsocietypublishing.org/doi/10.1098/rsta.2001.0931,https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2001.0931?download=true,/doi/epdf/10.1098/rsta.2001.0931,The Royal Society,,Introduction
none,2002-1-15,10.1098/rsta.2001.0915,,EN,https://royalsocietypublishing.org/doi/10.1098/rsta.2001.0915,https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2001.0915?download=true,/doi/epdf/10.1098/rsta.2001.0915,The Royal Society,,Preface
none,2001-12-15,10.1098/rsta.2001.0913,,EN,https://royalsocietypublishing.org/doi/10.1098/rsta.2001.0913,https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2001.0913?download=true,/doi/epdf/10.1098/rsta.2001.0913,The Royal Society,,Preface
F. Kemp and C. E. Kirk and I. R. McNab,2001-12-15,10.1098/rsta.2001.2000,,EN,https://royalsocietypublishing.org/doi/10.1098/rsta.2001.2000,https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2001.2000?download=true,/doi/epdf/10.1098/rsta.2001.2000,The Royal Society,,"Correction for Kemp et al., The infrared predissociation spectrum of H3+"
M. Wiercigroch and A. M. Krivtsov,2001-12-15,10.1098/rsta.2001.2001,,EN,https://royalsocietypublishing.org/doi/10.1098/rsta.2001.2001,https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2001.2001?download=true,/doi/epdf/10.1098/rsta.2001.2001,The Royal Society,,"Correction for Wiercigroch and Krivtsov, Frictional chatter in orthogonal metal cutting"
A. G. Yodh and K.-H. Lin and J. C. Crocker and A. D. Dinsmore and R. Verma and P. D. Kaplan,2001-12-15,10.1098/rsta.2001.2002,,EN,https://royalsocietypublishing.org/doi/10.1098/rsta.2001.2002,https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2001.2002?download=true,/doi/epdf/10.1098/rsta.2001.2002,The Royal Society,,"Correction for Yodh et al., Entropically driven self-assembly and interaction in suspension"
P. J. Hunter and P. Kohl and D. Noble,2001-12-15,10.1098/rsta.2001.2003,,EN,https://royalsocietypublishing.org/doi/10.1098/rsta.2001.2003,https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2001.2003?download=true,/doi/epdf/10.1098/rsta.2001.2003,The Royal Society,,"Correction for Hunter et al., Integrative models of the heart achievements and limitations"
J. B. Bassingthwaighte,2001-12-15,10.1098/rsta.2001.2004,,EN,https://royalsocietypublishing.org/doi/10.1098/rsta.2001.2004,https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2001.2004?download=true,/doi/epdf/10.1098/rsta.2001.2004,The Royal Society,,"Correction for Bassingthwaighte, The modelling of a primitive ‘sustainable’ conservative cell"
Ray P. S. Han and Peter M. Bainum,2001-11-15,10.1098/rsta.2001.0914,,EN,https://royalsocietypublishing.org/doi/10.1098/rsta.2001.0914,https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2001.0914?download=true,/doi/epdf/10.1098/rsta.2001.0914,The Royal Society,,Preface
M. Wiercigroch,2001-4-15,10.1098/rsta.2000.0749,,EN,https://royalsocietypublishing.org/doi/10.1098/rsta.2000.0749,https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2000.0749?download=true,/doi/epdf/10.1098/rsta.2000.0749,The Royal Society,,Preface
P. Kohl and D. Noble and P. J. Hunter,2001-6-15,10.1098/rsta.2001.0836,,EN,https://royalsocietypublishing.org/doi/10.1098/rsta.2001.0836,https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2001.0836?download=true,/doi/epdf/10.1098/rsta.2001.0836,The Royal Society,,Preface
N. A. J. Lieven and D. J. Ewins,2001-1-15,10.1098/rsta.2000.0709,,EN,https://royalsocietypublishing.org/doi/10.1098/rsta.2000.0709,https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2000.0709?download=true,/doi/epdf/10.1098/rsta.2000.0709,The Royal Society,,Preface
M. C. R. Symons,2001-8-15,10.1098/rsta.2000.0870,,EN,https://royalsocietypublishing.org/doi/10.1098/rsta.2000.0870,https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2000.0870?download=true,/doi/epdf/10.1098/rsta.2000.0870,The Royal Society,,Preface
none,2000-12-15,10.1098/rsta.2000.0694,,EN,https://royalsocietypublishing.org/doi/10.1098/rsta.2000.0694,https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2000.0694?download=true,/doi/epdf/10.1098/rsta.2000.0694,The Royal Society,,Preface
V. I. Arnold and J. W. Bruce and H. K. Moffatt and R. B. Pelz,2001-7-15,10.1098/rsta.2001.0851,,EN,https://royalsocietypublishing.org/doi/10.1098/rsta.2001.0851,https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2001.0851?download=true,/doi/epdf/10.1098/rsta.2001.0851,The Royal Society,,Preface
P. Gale,2000-12-15,10.1098/rsta.2000.2001,,EN,https://royalsocietypublishing.org/doi/10.1098/rsta.2000.2001,https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2000.2001?download=true,/doi/epdf/10.1098/rsta.2000.2001,The Royal Society,,"Correction for Gale, Supramolecular chemistry from complexes to complexity"
D. Gubbins and D. V. Kent and C. Laj,2000-3-15,10.1098/rsta.2000.0564,,EN,https://royalsocietypublishing.org/doi/10.1098/rsta.2000.0564,https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2000.0564?download=true,/doi/epdf/10.1098/rsta.2000.0564,The Royal Society,,Preface
Roger Penrose,1999-12-1,10.1098/rsta.1999.0489,,EN,https://royalsocietypublishing.org/doi/10.1098/rsta.1999.0489,https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.1999.0489?download=true,/doi/epdf/10.1098/rsta.1999.0489,The Royal Society,,Introduction science at the turn of the millennium
Juergen Neuberg and Stephen Sparks,2000-5-15,10.1098/rsta.2000.0597,,EN,https://royalsocietypublishing.org/doi/10.1098/rsta.2000.0597,https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2000.0597?download=true,/doi/epdf/10.1098/rsta.2000.0597,The Royal Society,,Tribute Professor Peter Francis BSc PhD 1945-1999
L.H. Townend,1999-8-1,10.1098/rsta.1999.0437,,EN,https://royalsocietypublishing.org/doi/10.1098/rsta.1999.0437,https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.1999.0437?download=true,/doi/epdf/10.1098/rsta.1999.0437,The Royal Society,,Conclusions to Hypersonic aircraft lifting re-entry and launch. A Theme issue published by the Royal Society
Polina Bayvel and Richard J. Gibbens and John E. Midwinter,2000-8-15,10.1098/rsta.2000.0638,,EN,https://royalsocietypublishing.org/doi/10.1098/rsta.2000.0638,https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2000.0638?download=true,/doi/epdf/10.1098/rsta.2000.0638,The Royal Society,,Introductory remarks
N. J.  Shackleton and I. N.  McCave and  G. P. Weedon,1999-7-15,10.1098/rsta.1999.0398,,EN,https://royalsocietypublishing.org/doi/10.1098/rsta.1999.0398,https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.1999.0398?download=true,/doi/epdf/10.1098/rsta.1999.0398,The Royal Society,,Preface to Astronomical (Milankovitch) calibration of the geological time–scale. A Discussion Meeting held at the Royal Society on 9 and 10 December 1998
N. J. Manson and K. Burnett,1999-5-15,10.1098/rsta.1999.0367,,EN,https://royalsocietypublishing.org/doi/10.1098/rsta.1999.0367,https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.1999.0367?download=true,/doi/epdf/10.1098/rsta.1999.0367,The Royal Society,,"Preface to Atomic, molecular and photon collision physics new challenges and new opportunities. A Theme edited and compiled by K. Burnett and N. J. Mason"
Jeff Dewynne and Sam Howison and Paul Wilmott,1999-8-1,10.1098/rsta.1999.0412,,EN,https://royalsocietypublishing.org/doi/10.1098/rsta.1999.0412,https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.1999.0412?download=true,/doi/epdf/10.1098/rsta.1999.0412,The Royal Society,,Preface to Mathematics of Finance. A theme issue published by the Royal Society
R. B. Whitmarsh,1999-4-15,10.1098/rsta.1999.0346,,EN,https://royalsocietypublishing.org/doi/10.1098/rsta.1999.0346,https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.1999.0346?download=true,/doi/epdf/10.1098/rsta.1999.0346,The Royal Society,,Preface to Response to the Earth's lithosphere to extension. A Discussion Meeting held at the Royal Society on 20 and 21 May 1998.
D. C. Robinson,1999-3-15,10.1098/rsta.1999.0332,,EN,https://royalsocietypublishing.org/doi/10.1098/rsta.1999.0332,https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.1999.0332?download=true,/doi/epdf/10.1098/rsta.1999.0332,The Royal Society,,Introduction to The approach to ignited plasma. A Discussion Meeting held at the Royal Society on 15 and 16 July 1998
J. R. Blake,1999-2-15,10.1098/rsta.1999.0323,,EN,https://royalsocietypublishing.org/doi/10.1098/rsta.1999.0323,https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.1999.0323?download=true,/doi/epdf/10.1098/rsta.1999.0323,The Royal Society,,Preface to Acoustic cavitation and sonoluminescence. A theme compiled and edited by J. R. Blake
Leo H. Townend,1999-8-1,10.1098/rsta.1999.0423,,EN,https://royalsocietypublishing.org/doi/10.1098/rsta.1999.0423,https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.1999.0423?download=true,/doi/epdf/10.1098/rsta.1999.0423,The Royal Society,,Introduction to Hypersonic aircraft lifting re-entry and launch. A Theme issue published by the Royal Society
L.H. Townend,1999-8-1,10.1098/rsta.1999.0422,,EN,https://royalsocietypublishing.org/doi/10.1098/rsta.1999.0422,https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.1999.0422?download=true,/doi/epdf/10.1098/rsta.1999.0422,The Royal Society,,Preface to Hypersonic aircraft lifting re–entry and launch. A Theme issue published by the Royal Society
S. R. Bishop and D. D. Drysdale,1998-12-15,10.1098/rsta.1998.0297,,EN,https://royalsocietypublishing.org/doi/10.1098/rsta.1998.0297,https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.1998.0297?download=true,/doi/epdf/10.1098/rsta.1998.0297,The Royal Society,,Preface to Fire dynamics. A theme compiled and edited by S. R. Bishop and D. D. Drysdale
D. Muir Wood and G. S. Boulton and J. M. Rotter,1998-11-15,10.1098/rsta.1998.0280,,EN,https://royalsocietypublishing.org/doi/10.1098/rsta.1998.0280,https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.1998.0280?download=true,/doi/epdf/10.1098/rsta.1998.0280,The Royal Society,,Preface to Mechanics of granular materials in engineering and Earth sciences. A Discussion Meeting held at the Royal Society on 28 and 29 January 1998.
B. W. Silverman and J. C. Vassilicos,1999-9-1,10.1098/rsta.1999.0438,,EN,https://royalsocietypublishing.org/doi/10.1098/rsta.1999.0438,https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.1999.0438?download=true,/doi/epdf/10.1098/rsta.1999.0438,The Royal Society,,Preface to Wavelets the key to intermittent information A Discussion Meeting held at The Royal Society on 24 and 25 February 1999
K. J. Spyrou and J. M. T. Thompson,2000-6-15,10.1098/rsta.2000.0612,,EN,https://royalsocietypublishing.org/doi/10.1098/rsta.2000.0612,https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2000.0612?download=true,/doi/epdf/10.1098/rsta.2000.0612,The Royal Society,,Preface
