Context,Word,File,Directory
curious and interesting fact in chemical affinity,curious,rstl_1826_0015.txt,txt_rstl
following curious | fact presented itself to,curious,rstl_1831_0029.txt,txt_rstl
laying this new fact before the Society,this,rstl_1822_0006.txt,txt_rstl
"animal, but this fact was observed by",this,rstl_1822_0003.txt,txt_rstl
importance of this fact to the operating,this,rstl_1823_0023.txt,txt_rstl
ascertained this last fact on my arrival,this,rstl_1824_0019.txt,txt_rstl
the simple general fact is this :—that,this,rstl_1824_0012.txt,txt_rstl
knowledge of this fact led me to,this,rstl_1824_0011.txt,txt_rstl
discovered the principal fact related in this,this,rstl_1824_0006.txt,txt_rstl
We see this fact exemplified in the,this,rstl_1824_0005.txt,txt_rstl
"this subject, a fact presented itself to",this,rstl_1824_0005.txt,txt_rstl
drawn from this fact in support of,this,rstl_1824_0005.txt,txt_rstl
This is in fact the mode in,this,rstl_1825_0006.txt,txt_rstl
only witnessed this fact in two instances,this,rstl_1825_0012.txt,txt_rstl
this paper the fact of such a,this,rstl_1826_0034.txt,txt_rstl
that of this fact there cannot be,this,rstl_1826_0016.txt,txt_rstl
however of this fact is now of,this,rstl_1827_0021.txt,txt_rstl
heated body.* This fact which he has,this,rstl_1827_0016.txt,txt_rstl
partial vacuum. This fact is sometimes illustrated,this,rstl_1828_0022.txt,txt_rstl
will place this fact beyond the possibility,this,rstl_1828_0022.txt,txt_rstl
the most important fact in this paper,this,rstl_1829_0029.txt,txt_rstl
"led to this fact by observing, that",this,rstl_1829_0027.txt,txt_rstl
little change. This fact is a very,this,rstl_1829_0020.txt,txt_rstl
ascertained; but this fact bears a considerable,this,rstl_1830_0028.txt,txt_rstl
admission of this fact does not invalidate,this,rstl_1830_0008.txt,txt_rstl
"to put this fact beyond a doubt,",this,rstl_1831_0018.txt,txt_rstl
be exerted. This fact seems materially to,this,rstl_1831_0005.txt,txt_rstl
it is in fact owing to this,this,rstl_1831_0005.txt,txt_rstl
"for 1821, the fact being, that there",that,rstl_1822_0014.txt,txt_rstl
"to produce. The fact however is, that",that,rstl_1823_0022.txt,txt_rstl
"E, From the fact that carbonic oxide,",that,rstl_1824_0018.txt,txt_rstl
more advantageous in fact than that of,that,rstl_1824_0015.txt,txt_rstl
"a well known fact in magnetics, that",that,rstl_1824_0012.txt,txt_rstl
the most extraordinary fact that has yet,that,rstl_1824_0011.txt,txt_rstl
is a remarkable fact that the swallow,that,rstl_1824_0005.txt,txt_rstl
show that the fact depends on no,that,rstl_1825_0023.txt,txt_rstl
"increased, &c.” The fact is, that the",that,rstl_1825_0016.txt,txt_rstl
that the observed fact is not influenced,that,rstl_1826_0034.txt,txt_rstl
It is a fact that zine and,that,rstl_1826_0031.txt,txt_rstl
appears that the fact stated by M.,that,rstl_1826_0030.txt,txt_rstl
supplied by the fact that many naked,that,rstl_1826_0029.txt,txt_rstl
"It is a fact ascertained, that when",that,rstl_1826_0018.txt,txt_rstl
that of this fact there cannot be,that,rstl_1826_0016.txt,txt_rstl
of water. The fact indicates that the,that,rstl_1826_0015.txt,txt_rstl
