Context,Collocate
Years 1822-1826: This very curious and interesting fact in chemical affinity was however,curious
Years 1822-1826: FC 199 3 A new fact respecting buffy blood after venesection.,respecting
Years 1822-1826: EvERarD HoME on @ new fact respecting « mical characters of,respecting
Years 1822-1826: reason for laying this new fact before the Society ; but,new
"Years 1822-1826: the circumstances attending every new fact which presents itself, its import-",new
Years 1822-1826: FC 199 3 A new fact respecting buffy blood after venesection.,new
Years 1822-1826: EvERarD HoME on @ new fact respecting « mical characters of,new
"Years 1822-1826: of maturation corresponds with a fact stated by R6sxr, that the",stated
Years 1822-1826: Thus it appears that the fact stated by M. Dz La,stated
Years 1822-1826: able to state the following fact : when Mr. PearsoN made,following
"Years 1822-1826: of the animal, but this fact was observed by Mr. Bxoucurox",observed
Years 1822-1826: The observed and very striking fact then of the powerful action,observed
Years 1822-1826: the measure of the observed fact was from four to eight.,observed
"Years 1822-1826: and shows, that the observed fact is not influenced by the",observed
