author,date,identifier,language,og_url,pdf_download_link,pdf_link,publisher,title
Jens-Christian Svenning,2024-5-27,10.1098/rstb.2023.0008,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2023.0008,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2023.0008?download=true,/doi/epdf/10.1098/rstb.2023.0008,The Royal Society,Navigating ecological novelty towards planetary stewardship challenges and opportunities in biodiversity dynamics in a transforming biosphere
Brian J. Enquist,2024-5-27,10.1098/rstb.2023.0010,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2023.0010,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2023.0010?download=true,/doi/epdf/10.1098/rstb.2023.0010,The Royal Society,Scaling approaches and macroecology provide a foundation for assessing ecological resilience in the Anthropocene
David Fastovich,2024-5-27,10.1098/rstb.2023.0012,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2023.0012,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2023.0012?download=true,/doi/epdf/10.1098/rstb.2023.0012,The Royal Society,Legacies of millennial-scale climate oscillations in contemporary biodiversity in eastern North America
Damaris Zurell,2024-5-27,10.1098/rstb.2023.0013,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2023.0013,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2023.0013?download=true,/doi/epdf/10.1098/rstb.2023.0013,The Royal Society,Range and climate niche shifts in European and North American breeding birds
Ming Ni,2024-5-27,10.1098/rstb.2023.0373,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2023.0373,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2023.0373?download=true,/doi/epdf/10.1098/rstb.2023.0373,The Royal Society,Soil properties constrain forest understory plant distributions along an elevation gradient
Melodie A. McGeoch,2024-5-27,10.1098/rstb.2023.0014,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2023.0014,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2023.0014?download=true,/doi/epdf/10.1098/rstb.2023.0014,The Royal Society,"A nature-positive future with biological invasions theory, decision support and research needs"
Chang Liu,2024-5-27,10.1098/rstb.2023.0335,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2023.0335,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2023.0335?download=true,/doi/epdf/10.1098/rstb.2023.0335,The Royal Society,Predicting the responses of European grassland communities to climate and land cover change
Martin Jung†,2024-5-27,10.1098/rstb.2023.0015,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2023.0015,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2023.0015?download=true,/doi/epdf/10.1098/rstb.2023.0015,The Royal Society,An assessment of the state of conservation planning in Europe
Thomas C. G. Bosch,2024-5-6,10.1098/rstb.2023.0060,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2023.0060,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2023.0060?download=true,/doi/epdf/10.1098/rstb.2023.0060,The Royal Society,A new lexicon in the age of microbiome research
Mathias Franz,2024-5-6,10.1098/rstb.2023.0067,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2023.0067,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2023.0067?download=true,/doi/epdf/10.1098/rstb.2023.0067,The Royal Society,How infection-triggered pathobionts influence virulence evolution
J. D. Li,2024-5-6,10.1098/rstb.2023.0069,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2023.0069,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2023.0069?download=true,/doi/epdf/10.1098/rstb.2023.0069,The Royal Society,Dual stressors of infection and warming can destabilize host microbiomes
Anupama Singh,2024-5-6,10.1098/rstb.2023.0059,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2023.0059,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2023.0059?download=true,/doi/epdf/10.1098/rstb.2023.0059,The Royal Society,Understanding the factors regulating host–microbiome interactions using Caenorhabditis elegans
Yuka Fujita,2024-5-6,10.1098/rstb.2023.0075,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2023.0075,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2023.0075?download=true,/doi/epdf/10.1098/rstb.2023.0075,The Royal Society,Microbiota-derived acetylcholine can promote gut motility in Drosophila melanogaster
William B. Ludington,2024-5-6,10.1098/rstb.2023.0066,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2023.0066,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2023.0066?download=true,/doi/epdf/10.1098/rstb.2023.0066,The Royal Society,The importance of host physical niches for the stability of gut microbiome composition
N. Galambos†,2024-5-6,10.1098/rstb.2023.0062,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2023.0062,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2023.0062?download=true,/doi/epdf/10.1098/rstb.2023.0062,The Royal Society,"Cereal weevils' antimicrobial peptides at the crosstalk between development, endosymbiosis and immune response"
