author,date,identifier,language,og_url,pdf_download_link,pdf_link,publisher,title
William Bond,2016-6-5,10.1098/rstb.2015.0170,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2015.0170,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2015.0170?download=true,/doi/epdf/10.1098/rstb.2015.0170,The Royal Society,The deforestation story testing for anthropogenic origins of Africa's flammable grassy biomes
Conor McAdams,2022-6-20,10.1098/rstb.2022.0092,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2022.0092,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2022.0092?download=true,/doi/epdf/10.1098/rstb.2022.0092,The Royal Society,Correction to ‘Late Pleistocene shell midden microstratigraphy indicates a complex history of human–environment interactions in the uplands of North Vietnam’
Marta Ponari,2018-8-5,10.1098/rstb.2017.0140,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2017.0140,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2017.0140?download=true,/doi/epdf/10.1098/rstb.2017.0140,The Royal Society,Learning abstract words and concepts insights from developmental language disorder
Stephen Elliott,2023-1-2,10.1098/rstb.2021.0073,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2021.0073,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2021.0073?download=true,/doi/epdf/10.1098/rstb.2021.0073,The Royal Society,The framework species method harnessing natural regeneration to restore tropical forest ecosystems
Irene Teixidor-Toneu,2022-6-20,10.1098/rstb.2022.0158,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2022.0158,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2022.0158?download=true,/doi/epdf/10.1098/rstb.2022.0158,The Royal Society,"Correction to ‘Historical, archaeological and linguistic evidence test the phylogenetic inference of Viking-Age plant use’"
Conor McAdams,2022-4-25,10.1098/rstb.2020.0493,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2020.0493,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2020.0493?download=true,/doi/epdf/10.1098/rstb.2020.0493,The Royal Society,Late Pleistocene shell midden microstratigraphy indicates a complex history of human–environment interactions in the uplands of northern Vietnam
author,date,identifier,language,og_url,pdf_download_link,pdf_link,publisher,title
Louise Barrett,2024-8,rstb20230144,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2023.0144,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2023.0144?download=true,/doi/epdf/10.1098/rstb.2023.0144,The Royal Society,Minds in movement embodied cognition in the age of artificial intelligence
Laura Desirèe Di Paolo,2024-8,rstb20230148,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2023.0148,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2023.0148?download=true,/doi/epdf/10.1098/rstb.2023.0148,The Royal Society,Active inference goes to school the importance of active learning in the age of large language models
Lena H. Ting†,2024-8,rstb20230485,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2023.0485,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2023.0485?download=true,/doi/epdf/10.1098/rstb.2023.0485,The Royal Society,Ethnokinesiology towards a neuromechanical understanding of cultural differences in movement
Greg Downey,2024-8,rstb20230150,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2023.0150,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2023.0150?download=true,/doi/epdf/10.1098/rstb.2023.0150,The Royal Society,Skill building in freediving as an example of embodied culture
Mohammadamin Saraei,2024-8,rstb20230162,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2023.0162,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2023.0162?download=true,/doi/epdf/10.1098/rstb.2023.0162,The Royal Society,"Aligned bodies, united hearts embodied emotional dynamics of an Islamic ritual"
Robert Pepperell,2024-1-29,10.1098/rstb.2022.0429,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2022.0429,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2022.0429?download=true,/doi/epdf/10.1098/rstb.2022.0429,The Royal Society,Being alive to the world an artist's perspective on predictive processing
Ophelia Deroy,2023-2-13,10.1098/rstb.2021.0369,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2021.0369,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2021.0369?download=true,/doi/epdf/10.1098/rstb.2021.0369,The Royal Society,Olfactory abstraction a communicative and metacognitive account
Serguei Saavedra,2022-6-20,10.1098/rstb.2021.0159,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2021.0159,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2021.0159?download=true,/doi/epdf/10.1098/rstb.2021.0159,The Royal Society,Towards a system-level causative knowledge of pollinator communities
Serguei Saavedra,2023-2-13,10.1098/rstb.2022.0453,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2022.0453,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2022.0453?download=true,/doi/epdf/10.1098/rstb.2022.0453,The Royal Society,Correction to ‘Towards a system-level causative knowledge of pollinator communities’ 2022 by Saavedra et al.
Abigail R. Wills†,2023-1-2,10.1098/rstb.2021.0070,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2021.0070,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2021.0070?download=true,/doi/epdf/10.1098/rstb.2021.0070,The Royal Society,A practice-led assessment of landscape restoration potential in a biodiversity hotspot
Abigail R. Wills,2023-2-13,10.1098/rstb.2022.0472,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2022.0472,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2022.0472?download=true,/doi/epdf/10.1098/rstb.2022.0472,The Royal Society,Correction to ‘A practice-led assessment of landscape restoration potential in a biodiversity hotspot’ (2022) by Wills et al.
Malte R. Henningsen-Schomers,2023-2-13,10.1098/rstb.2021.0373,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2021.0373,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2021.0373?download=true,/doi/epdf/10.1098/rstb.2021.0373,The Royal Society,Influence of language on perception and concept formation in a brain-constrained deep neural network model
Qiawen Liu,2023-2-13,10.1098/rstb.2021.0372,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2021.0372,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2021.0372?download=true,/doi/epdf/10.1098/rstb.2021.0372,The Royal Society,Cross-domain semantic alignment concrete concepts are more abstract than you think
Jane C. Stout,2022-6-20,10.1098/rstb.2021.0165,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2021.0165,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2021.0165?download=true,/doi/epdf/10.1098/rstb.2021.0165,The Royal Society,From science to society implementing effective strategies to improve wild pollinator health
Mark A. K. Gillespie,2022-6-20,10.1098/rstb.2021.0172,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2021.0172,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2021.0172?download=true,/doi/epdf/10.1098/rstb.2021.0172,The Royal Society,Landscape-scale drivers of pollinator communities may depend on land-use configuration
Anna M. Borghi,2023-2-13,10.1098/rstb.2021.0371,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2021.0371,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2021.0371?download=true,/doi/epdf/10.1098/rstb.2021.0371,The Royal Society,"Concepts, abstractness and inner speech"
