author,date,identifier,language,og_url,pdf_download_link,pdf_link,publisher,title
B. A. Thrush,1997-2-28,10.1098/rstb.1997.0008,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.1997.0008,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.1997.0008?download=true,/doi/epdf/10.1098/rstb.1997.0008,The Royal Society,"Preface for a Discussion on Atmospheric chemistry of sulphur in relation to aerosols, clouds, and climate"
none,1997-7-29,10.1098/rstb.1997.0066,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.1997.0066,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.1997.0066?download=true,/doi/epdf/10.1098/rstb.1997.0066,The Royal Society,Introduction and conclusions for a Discussion entitled Land resources on the edge of the Malthusian precipice
none,1997-8-29,10.1098/rstb.1997.0081,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.1997.0081,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.1997.0081?download=true,/doi/epdf/10.1098/rstb.1997.0081,The Royal Society,Introduction to Human Genetics – uncertainties and the financial implications ahead
James Anderson,1997-8-29,10.1098/rstb.1997.0094,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.1997.0094,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.1997.0094?download=true,/doi/epdf/10.1098/rstb.1997.0094,The Royal Society,Introduction to Knowledge–based vision in man and machine. A Discussion held at the Royal Society
F. Y. Liew,1997-9-29,10.1098/rstb.1997.0112,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.1997.0112,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.1997.0112?download=true,/doi/epdf/10.1098/rstb.1997.0112,The Royal Society,"Preface to Immune effector mechanisms in parasitic infections, a Discussion held at The Royal Society on the 19 and 20 February 1997."
Christopher Martin Dobson,1995-04-29,10.1098/rstb.1995.0038,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.1995.0038,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.1995.0038?download=true,/doi/epdf/10.1098/rstb.1995.0038,The Royal SocietyLondon,Preface
Mervyn Griffiths,1998-7-29,10.1098/rstb.1998.0265,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.1998.0265,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.1998.0265?download=true,/doi/epdf/10.1098/rstb.1998.0265,The Royal Society,Preface to Platypus biology recent advances and reviews. A Theme published by the Royal Society of London
none,1998-6-29,10.1098/rstb.1998.0245,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.1998.0245,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.1998.0245?download=true,/doi/epdf/10.1098/rstb.1998.0245,The Royal Society,Preface to Epithelial cell growth and differentiation. The proceedings of a Discussion Meeting held at the Royal Society of London.
Alistair Hetherington,1998-9-29,10.1098/rstb.1998.0293,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.1998.0293,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.1998.0293?download=true,/doi/epdf/10.1098/rstb.1998.0293,The Royal Society,Preface to The Molecular basis of signal transduction in plants. A Discussion Meeting held at the Royal Society of London on 18 and 19 February 1998.
Glyn W. Humphreys,1998-8-29,10.1098/rstb.1998.0279,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.1998.0279,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.1998.0279?download=true,/doi/epdf/10.1098/rstb.1998.0279,The Royal Society,Introduction to Brain mechanisms of selective perception and action. Proceedings of a Discussion Meeting held at the Royal Society of London on 19 and 20 November 1997.
none,1998-5-29,10.1098/rstb.1998.0232,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.1998.0232,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.1998.0232?download=true,/doi/epdf/10.1098/rstb.1998.0232,The Royal Society,Preface to the Themed Discussion on ‘Mating biology of copepod crustaceans’
R. K. Butlin,2000-12-29,10.1098/rstb.2000.2000,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2000.2000,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2000.2000?download=true,/doi/epdf/10.1098/rstb.2000.2000,The Royal Society,"Correction for Butlin and Tregenza, Levels of genetic polymorphism marker loci versus quantitative traits"
none,1998-2-28,10.1098/rstb.1998.0199,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.1998.0199,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.1998.0199?download=true,/doi/epdf/10.1098/rstb.1998.0199,The Royal Society,"Preface to a Discussion Meeting entitled Evolution of biological diversity from population differentiation to speciation, held at the Royal Society on 9 and 10 July 1997"
Tarubi Taguse,2008-11-27,rstb20084032,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2008.4032,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2008.4032?download=true,/doi/epdf/10.1098/rstb.2008.4032,The Royal SocietyLondon,‘I was selected to be trained as an aid post orderly’
Werner H Stöcklin,2008-11-27,rstb20084031,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2008.4031,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2008.4031?download=true,/doi/epdf/10.1098/rstb.2008.4031,The Royal SocietyLondon,My kuru adventure
Shirley Lindenbaum,2008-11-27,rstb20080072,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2008.0072,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2008.0072?download=true,/doi/epdf/10.1098/rstb.2008.0072,The Royal SocietyLondon,Understanding kuru the contribution of anthropology and medicine
John Collinge,2008-11-27,rstb20080068,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2008.0068,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2008.0068?download=true,/doi/epdf/10.1098/rstb.2008.0068,The Royal SocietyLondon,A clinical study of kuru patients with long incubation periods at the end of the epidemic in Papua New Guinea
Jerome T Whitfield,2008-11-27,rstb20080074,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2008.0074,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2008.0074?download=true,/doi/epdf/10.1098/rstb.2008.0074,The Royal SocietyLondon,Mortuary rites of the South Fore and kuru
Jonathan D.F Wadsworth,2008-11-27,rstb20080069,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2008.0069,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2008.0069?download=true,/doi/epdf/10.1098/rstb.2008.0069,The Royal SocietyLondon,The origin of the prion agent of kuru molecular and biological strain typing
Sebastian Brandner,2008-11-27,rstb20080091,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2008.0091,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2008.0091?download=true,/doi/epdf/10.1098/rstb.2008.0091,The Royal SocietyLondon,Central and peripheral pathology of kuru pathological analysis of a recent case and comparison with other forms of human prion disease
Simon Mead,2008-11-27,rstb20080087,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2008.0087,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2008.0087?download=true,/doi/epdf/10.1098/rstb.2008.0087,The Royal SocietyLondon,"Genetic susceptibility, evolution and the kuru epidemic"
Michael P Alpers,2008-11-27,rstb20080071,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2008.0071,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2008.0071?download=true,/doi/epdf/10.1098/rstb.2008.0071,The Royal SocietyLondon,The epidemiology of kuru monitoring the epidemic from its peak to its end
Sir Walter Bodmer,1994-06-29,10.1098/rstb.1994.0070,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.1994.0070,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.1994.0070?download=true,/doi/epdf/10.1098/rstb.1994.0070,The Royal SocietyLondon,Preface
John Lander Harper,1994-07-29,10.1098/rstb.1994.0081,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.1994.0081,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.1994.0081?download=true,/doi/epdf/10.1098/rstb.1994.0081,The Royal SocietyLondon,Biodiversity measurement and estimation. Preface
Michael Dexter,1994-08-30,10.1098/rstb.1994.0098,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.1994.0098,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.1994.0098?download=true,/doi/epdf/10.1098/rstb.1994.0098,The Royal SocietyLondon,Preface
B. A. Thrush,1997-2-28,10.1098/rstb.1997.0008,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.1997.0008,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.1997.0008?download=true,/doi/epdf/10.1098/rstb.1997.0008,The Royal Society,"Preface for a Discussion on Atmospheric chemistry of sulphur in relation to aerosols, clouds, and climate"
none,1997-7-29,10.1098/rstb.1997.0066,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.1997.0066,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.1997.0066?download=true,/doi/epdf/10.1098/rstb.1997.0066,The Royal Society,Introduction and conclusions for a Discussion entitled Land resources on the edge of the Malthusian precipice
none,1997-8-29,10.1098/rstb.1997.0081,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.1997.0081,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.1997.0081?download=true,/doi/epdf/10.1098/rstb.1997.0081,The Royal Society,Introduction to Human Genetics – uncertainties and the financial implications ahead
James Anderson,1997-8-29,10.1098/rstb.1997.0094,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.1997.0094,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.1997.0094?download=true,/doi/epdf/10.1098/rstb.1997.0094,The Royal Society,Introduction to Knowledge–based vision in man and machine. A Discussion held at the Royal Society
F. Y. Liew,1997-9-29,10.1098/rstb.1997.0112,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.1997.0112,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.1997.0112?download=true,/doi/epdf/10.1098/rstb.1997.0112,The Royal Society,"Preface to Immune effector mechanisms in parasitic infections, a Discussion held at The Royal Society on the 19 and 20 February 1997."
Christopher Martin Dobson,1995-04-29,10.1098/rstb.1995.0038,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.1995.0038,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.1995.0038?download=true,/doi/epdf/10.1098/rstb.1995.0038,The Royal SocietyLondon,Preface
Mervyn Griffiths,1998-7-29,10.1098/rstb.1998.0265,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.1998.0265,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.1998.0265?download=true,/doi/epdf/10.1098/rstb.1998.0265,The Royal Society,Preface to Platypus biology recent advances and reviews. A Theme published by the Royal Society of London
none,1998-6-29,10.1098/rstb.1998.0245,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.1998.0245,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.1998.0245?download=true,/doi/epdf/10.1098/rstb.1998.0245,The Royal Society,Preface to Epithelial cell growth and differentiation. The proceedings of a Discussion Meeting held at the Royal Society of London.
Alistair Hetherington,1998-9-29,10.1098/rstb.1998.0293,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.1998.0293,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.1998.0293?download=true,/doi/epdf/10.1098/rstb.1998.0293,The Royal Society,Preface to The Molecular basis of signal transduction in plants. A Discussion Meeting held at the Royal Society of London on 18 and 19 February 1998.
Glyn W. Humphreys,1998-8-29,10.1098/rstb.1998.0279,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.1998.0279,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.1998.0279?download=true,/doi/epdf/10.1098/rstb.1998.0279,The Royal Society,Introduction to Brain mechanisms of selective perception and action. Proceedings of a Discussion Meeting held at the Royal Society of London on 19 and 20 November 1997.
none,1998-5-29,10.1098/rstb.1998.0232,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.1998.0232,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.1998.0232?download=true,/doi/epdf/10.1098/rstb.1998.0232,The Royal Society,Preface to the Themed Discussion on ‘Mating biology of copepod crustaceans’
R. K. Butlin,2000-12-29,10.1098/rstb.2000.2000,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2000.2000,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2000.2000?download=true,/doi/epdf/10.1098/rstb.2000.2000,The Royal Society,"Correction for Butlin and Tregenza, Levels of genetic polymorphism marker loci versus quantitative traits"
D. M. Newbery,2000-12-29,10.1098/rstb.2000.2001,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2000.2001,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2000.2001?download=true,/doi/epdf/10.1098/rstb.2000.2001,The Royal Society,"Correction for Newbery et al., Primary forest dynamics in lowland dipterocarp forest at Danum Valley, Sabah, Malaysia, and the role of the understorey"
Brian Charlesworth,2000-11-29,10.1098/rstb.2000.0715,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2000.0715,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2000.0715?download=true,/doi/epdf/10.1098/rstb.2000.0715,The Royal Society,Introduction
Richard D. Wood,2001-1-29,10.1098/rstb.2000.0741,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2000.0741,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2000.0741?download=true,/doi/epdf/10.1098/rstb.2000.0741,The Royal Society,Preface
none,1998-1-29,10.1098/rstb.1998.0185,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.1998.0185,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.1998.0185?download=true,/doi/epdf/10.1098/rstb.1998.0185,The Royal Society,"Preface to Vegetation–climate–atmosphere interactions past, present and future, the proceedings of a Discussion Meeting held at the Royal Society"
Aaron Klug,1997-12-29,10.1098/rstb.1997.0159,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.1997.0159,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.1997.0159?download=true,/doi/epdf/10.1098/rstb.1997.0159,The Royal Society,"Introduction to Ageing science, medicine, and society"
none,1999-11-29,10.1098/rstb.1999.0515,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.1999.0515,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.1999.0515?download=true,/doi/epdf/10.1098/rstb.1999.0515,The Royal Society,Preface to Changes and disturbance in tropical rainforest in South–East Asia. A Discussion Meeting held at the Royal Society on 20 and 21 January 1999
Larry R. Squire,1997-11-29,10.1098/rstb.1997.0147,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.1997.0147,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.1997.0147?download=true,/doi/epdf/10.1098/rstb.1997.0147,The Royal Society,Introduction
S. Zeki,1997-11-29,10.1098/rstb.1997.2000,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.1997.2000,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.1997.2000?download=true,/doi/epdf/10.1098/rstb.1997.2000,The Royal Society,Editorial
none,1997-10-29,10.1098/rstb.1997.0125,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.1997.0125,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.1997.0125?download=true,/doi/epdf/10.1098/rstb.1997.0125,The Royal Society,"Introduction to What are the parietal and hippocampal contributions to spatial cognition, the proceedings of a Discussion held at The Royal Society"
Tomas Robert Lindahl,1995-01-30,10.1098/rstb.1995.0001,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.1995.0001,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.1995.0001?download=true,/doi/epdf/10.1098/rstb.1995.0001,The Royal SocietyLondon,Preface
E. O. R. Reynolds,1997-6-29,10.1098/rstb.1997.0044,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.1997.0044,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.1997.0044?download=true,/doi/epdf/10.1098/rstb.1997.0044,The Royal Society,Preface for a Discussion on Near–infrared spectroscopy and imaging of living systems
B. Butterworth,1994-10-29,10.1098/rstb.1994.0121,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.1994.0121,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.1994.0121?download=true,/doi/epdf/10.1098/rstb.1994.0121,The Royal SocietyLondon,Preface
Patrick D. Wall,1997-3-29,10.1098/rstb.1997.1000,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.1997.1000,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.1997.1000?download=true,/doi/epdf/10.1098/rstb.1997.1000,The Royal Society,Editorial
John Lander Harper,1996-09-30,10.1098/rstb.1996.0105,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.1996.0105,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.1996.0105?download=true,/doi/epdf/10.1098/rstb.1996.0105,The Royal SocietyLondon,Preface
S. B. McMahon,1996-03-29,10.1098/rstb.1996.0029,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.1996.0029,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.1996.0029?download=true,/doi/epdf/10.1098/rstb.1996.0029,The Royal SocietyLondon,Preface
D. S. Latchman,1996-04-29,10.1098/rstb.1996.0044,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.1996.0044,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.1996.0044?download=true,/doi/epdf/10.1098/rstb.1996.0044,The Royal SocietyLondon,Preface
Simon Wessely,2006-3-24,rstb20061813,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2006.1813,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2006.1813?download=true,/doi/epdf/10.1098/rstb.2006.1813,The Royal SocietyLondon,Introduction. The health of Gulf War veterans
John F. Allen,2003-1-29,10.1098/rstb.2002.1195,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2002.1195,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2002.1195?download=true,/doi/epdf/10.1098/rstb.2002.1195,The Royal Society,Introduction
Uta Frith,2003-2-28,10.1098/rstb.2002.1212,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2002.1212,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2002.1212?download=true,/doi/epdf/10.1098/rstb.2002.1212,The Royal Society,Introduction
G. B. Curry,1991-09-30,10.1098/rstb.1991.0080,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.1991.0080,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.1991.0080?download=true,/doi/epdf/10.1098/rstb.1991.0080,The Royal SocietyLondon,Preface
Justin L. Penn,2024-2-26,10.1098/rstb.2022.0487,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2022.0487,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2022.0487?download=true,/doi/epdf/10.1098/rstb.2022.0487,The Royal Society,Geographical and taxonomic patterns in aerobic traits of marine ectotherms
Lesley A. Alton,2024-2-26,10.1098/rstb.2022.0484,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2022.0484,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2022.0484?download=true,/doi/epdf/10.1098/rstb.2022.0484,The Royal Society,Temperature and nutrition do not interact to shape the evolution of metabolic rate
Denis Réale,2010-12-27,10.1098/rstb.2010.0222,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2010.0222,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2010.0222?download=true,/doi/epdf/10.1098/rstb.2010.0222,The Royal Society,Evolutionary and ecological approaches to the study of personality
David Gems,2011-1-12,10.1098/rstb.2010.0288,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2010.0288,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2010.0288?download=true,/doi/epdf/10.1098/rstb.2010.0288,The Royal Society,Tragedy and delight the ethics of decelerated ageing
Colin Selman,2011-1-12,10.1098/rstb.2010.0243,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2010.0243,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2010.0243?download=true,/doi/epdf/10.1098/rstb.2010.0243,The Royal Society,Mammalian models of extended healthy lifespan
Amélie Crespel,2024-2-26,10.1098/rstb.2022.0481,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2022.0481,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2022.0481?download=true,/doi/epdf/10.1098/rstb.2022.0481,The Royal Society,Evolutionary relationships between metabolism and behaviour require genetic correlations
Hayley Cameron,2024-2-26,10.1098/rstb.2022.0491,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2022.0491,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2022.0491?download=true,/doi/epdf/10.1098/rstb.2022.0491,The Royal Society,Estimating the relationship between fitness and metabolic rate which rate should we use
