Context,Collocate,File,Directory,Year
doubt of the FaCt aboye rehearsed ;,of,rstl_1749_0146.txt,txt_rstl,1749
real matter of fact was the object,of,rstl_1751_0066.txt,txt_rstl,1751
answer confirmed the fact of its -being,of,rstl_1757_0083.txt,txt_rstl,1757
answer confirmed the fact of its -being,of,rstl_1757_0082.txt,txt_rstl,1757
"myself of this fact : several surgeons,",of,rstl_1757_0008.txt,txt_rstl,1757
"7. That the Fact is otherwise, when",the,rstl_1748_0004.txt,txt_rstl,1748
"confirm the same Fact is, that Bees;",the,rstl_1749_0102.txt,txt_rstl,1749
doubt of the FaCt aboye rehearsed ;,the,rstl_1749_0146.txt,txt_rstl,1749
real matter of fact was the object,the,rstl_1751_0066.txt,txt_rstl,1751
shocks were in fact felt within the,the,rstl_1755_0060.txt,txt_rstl,1755
"to you, the fact was briefly this,",the,rstl_1755_0059.txt,txt_rstl,1755
answer confirmed the fact of its -being,the,rstl_1757_0083.txt,txt_rstl,1757
answer confirmed the fact of its -being,the,rstl_1757_0082.txt,txt_rstl,1757
