Context,Collocate
"Years 2009-2013: Waller, J. 2002 Fabulous science: fact and fiction in the history",fiction
Years 2009-2013: problem is compounded by the fact that the integration time >),compounded
Years 2009-2013: trend is compounded by the fact that many giant TFCs have,compounded
Years 2009-2013: This is compounded by the fact that many forecasts are not,compounded
Years 2009-2013: breakpoints is compounded by the fact that tumour and the Tasmanian,compounded
"Years 2009-2013: problem is compounded by the fact that, to date, most data",compounded
"Years 2009-2013: and in spite of the fact that CO, increase in the",spite
Years 2009-2013: intervals in spite of the fact that their speech and review,spite
"Years 2009-2013: shocked, in spite of the fact that they had been disconnected",spite
"Years 2009-2013: mammals, in spite of the fact that their protein- demethylation of",spite
"Years 2009-2013: occupation, in spite of the fact that the research was clearly",spite
"Years 2009-2013: through the population, despite the fact that this leads to a",despite
Years 2009-2013: the control 2005). Despite the fact that some biochemical par- of,despite
"Years 2009-2013: (doi:10.1210/en.141.5.1795) paradigms. Moreover, despite the fact that many genes Abel, M.",despite
"Years 2009-2013: studied the acknowledged, despite the fact that these island habi- factors",despite
Years 2009-2013: a starting point. Despite the fact that there are significant differences,despite
"Years 2009-2013: al. 2005). Nevertheless, despite the fact that unsustainable trade in bushmeat",despite
Years 2009-2013: & Konhauser 1994). Despite the fact that pressure and diffusion are,despite
Years 2009-2013: proposition (e.g. [1-5]). Despite the fact that it is straightforward to,despite
Years 2009-2013: the great unknowns. Despite the fact that the Drake equation has,despite
Years 2009-2013: of its committees. Despite the fact that it has subsequently been,despite
Years 2009-2013: the ESS collapse despite the fact that cod not deep divers,despite
"Years 2009-2013: the measured values, despite the fact that the kinetic parameters in",despite
"Years 2009-2013: their closure parameters, despite the fact that considerable uncertainty exists and",despite
"Years 2009-2013: similar to Brazil, despite the fact that about one-third of these",despite
Years 2009-2013: insecticides. This was despite the fact that farmer-based methods for field,despite
Years 2009-2013: deforestation and degradation. Despite the fact that net annual forest loss,despite
Years 2009-2013: in these processes; despite the fact that they tend to be,despite
Years 2009-2013: with the words despite the fact that it started off with,despite
Years 2009-2013: proficient performance [28] despite the fact that visual attention by the,despite
"Years 2009-2013: of Wiener-Kolmogorov filtering, despite the fact that Kalman and nonlinear filtering",despite
"Years 2009-2013: of this value, despite the fact that most of it accrues",despite
Years 2009-2013: research. This is despite the fact that it was first recognized,despite
Years 2009-2013: and price volatility. Despite the fact that most farmers in the,despite
Years 2009-2013: spatial discrimination task despite the fact during spatial reversal learning. We,despite
"Years 2009-2013: very rarely humans, despite the fact that they were first discovered",despite
Years 2009-2013: be method [83]. Despite the fact that the stimuli remained invis-,despite
Years 2009-2013: [35] (figure 3). Despite the fact nonlinear response to environmental change,despite
Years 2009-2013: the wrong variable: despite the fact that CSD is announce a,despite
Years 2009-2013: & Lande [130]). Despite the fact that Berg’s papers focused primarily,despite
"Years 2009-2013: taking a nap’), despite the fact that they could easily have",despite
"Years 2009-2013: and conspecifics [44], despite the fact that these them to animals",despite
Years 2009-2013: be active despite yy the fact that locations are not explicitly,despite
Years 2009-2013: in the task. Despite the fact that the two partners were,despite
