Context,Collocate,File,Directory,Year,Frequency Filter
"in the metals, was in fact that to which their perfection",that,rstl_1777_0017.txt,txt_rstl,1777,10
"eſtabliſh, the truth of a fact ſeemingly ſo improbable, that the",that,rstl_1777_0004.txt,txt_rstl,1777,10
"conſideration, if it be a fact that they are, in ſpite",that,rstl_1778_0030.txt,txt_rstl,1778,10
any concluſion from the i fact till I was convinced that,that,rstl_1780_0023.txt,txt_rstl,1780,10
ſuch particulars relating to that faCt as may have come to,that,rstl_1782_0024.txt,txt_rstl,1782,10
"Another circumſtance which corroborates” this fact is, that the {permaccti-whale, on",that,rstl_1783_0015.txt,txt_rstl,1783,10
"inch. By which experiment- the fact ſeems to be eftabliſhed, that",that,rstl_1785_0024.txt,txt_rstl,1785,10
"which moved, it was in fact Sntirely paſſive,, and that the",that,rstl_1785_0020.txt,txt_rstl,1785,10
"obſer- at ions, night in faCt have been entirely omitted, with-",in,rstl_1777_0035.txt,txt_rstl,1777,10
"not. extend far: and. in fact the Lama, whoſe empire is",in,rstl_1777_0026.txt,txt_rstl,1777,10
other?” This conſideration did in fact diſpel all the ſcruples hich,in,rstl_1777_0023.txt,txt_rstl,1777,10
"way of poliſhing was in fact a ſpecies of grinding, and",in,rstl_1777_0017.txt,txt_rstl,1777,10
"in the metals, was in fact that to which their perfection",in,rstl_1777_0017.txt,txt_rstl,1777,10
"firſt revolution ought not in fact Eto be reckoned, being ſuppoſed",in,rstl_1778_0044.txt,txt_rstl,1778,10
"the ſame; becauſe, making in fact 'Sart of the prime conductor,",in,rstl_1778_0037.txt,txt_rstl,1778,10
"conſideration, if it be a fact that they are, in ſpite",in,rstl_1778_0030.txt,txt_rstl,1778,10
": poſſible, and is in fact the land of viſions, we",in,rstl_1778_0020.txt,txt_rstl,1778,10
means each diviſion was in fact -;;th part leſs than a,in,rstl_1779_0026.txt,txt_rstl,1779,10
though ' they are in fact incloſed within a quadruple ſheath,in,rstl_1779_0019.txt,txt_rstl,1779,10
