Context,Collocate
Years 1903-1907: but it is a significant fact that in the figures given,significant
Years 1903-1907: direction. It is a significant fact that interlamellar junctions having the,significant
Years 1903-1907: Garu. It is a significant fact that there is no good,significant
"Years 1903-1907: hand, it is a significant fact that many of the most",significant
Years 1903-1907: bring to light the significant fact that where an excess of,significant
Years 1903-1907: R It is a significant fact that during the first three,significant
Years 1903-1907: The explanation of this curious fact which suggests itself to me,curious
Years 1903-1907: differentiated. It is a curious fact that in the great majority,curious
"Years 1903-1907: Wednesday afternoon, one very curious fact requires to be explained. There",curious
Years 1903-1907: pain. It is a curious fact that most observers in St.,curious
Years 1903-1907: inches.” It is a curious fact that while sea waves were,curious
Years 1903-1907: hours. It is a curious fact that the corrected readings of,curious
"Years 1903-1907: above. Tt is a curious fact that, although a quartz fibre",curious
Years 1903-1907: In this connection the curious fact must be mentioned that two,curious
Years 1903-1907: curious conclusion follows from the fact that if we take equation,curious
"Years 1903-1907: jars. As a matter of fact this plan was tried, but",matter
Years 1903-1907: employed. As a matter of fact at low temperatures it would,matter
Years 1903-1907: beam. As a matter of fact this is not so; for,matter
Years 1903-1907: spores. As a matter of fact the number of cell- divisions,matter
"Years 1903-1907: temperature of 1300° C. The fact that the matter ©, left",matter
Years 1903-1907: experiment. As a matter of fact experiment showed that using 50-centim.,matter
"Years 1903-1907: has as a matter of fact certain properties. For example, it",matter
"Years 1903-1907: subject, but owing to the fact that the morphological relations of",owing
"Years 1903-1907: the filament, owing to the fact that the columnar cells bearing",owing
Years 1903-1907: body. S Owing to the fact that in Plewrotomaria the supporting,owing
"Years 1903-1907: 12° C., owing to the fact that one of the glass",owing
"Years 1903-1907: of sodium, owing to the fact that the current could not",owing
"Years 1903-1907: an earthquake, owing to the fact that the island was blown",owing
"Years 1903-1907: be made, owing to the fact that the gammation is more",owing
"Years 1903-1907: monochromatic light, owing to the fact that failure to produce a",owing
"Years 1903-1907: the condenser, owing to the fact that the earthed terminal could",owing
Years 1903-1907: ; and owing to the fact that the measured quantities are,owing
Years 1903-1907: was not the case; in fact there was a decrease owing,owing
Years 1903-1907: rigidity determinations. Owing to the fact that different observers have expressed,owing
Years 1903-1907: is necessary owing to the fact that it is very difficult,owing
Years 1903-1907: is possibly owing to the fact that the rate of flow,owing
"Years 1903-1907: this section lies in the fact that, owing to the eccentric",owing
"Years 1903-1907: is depressed, owing to the fact that sunspots as a rule",owing
"Years 1903-1907: periodicities appear, owing to the fact that some of the spots",owing
"Years 1903-1907: KCl, owing partly to the fact that the viscosity correction is",owing
"Years 1903-1907: a test, owing to the fact that the error introduced by",owing
Years 1903-1907: complete whole. Owing to the fact that the instants of time,owing
Years 1903-1907: of meeting). Owing to the fact that “ intersection” (as used,owing
"Years 1903-1907: winter is due to the fact that, owing to the darkness",owing
"Years 1903-1907: are further remarkable for the fact that, while in some respects,",remarkable
"Years 1903-1907: completed by a roof, a fact rendered all the more remarkable",remarkable
Years 1903-1907: discount.f It is a remarkable fact that two of the Filicineous,remarkable
"Years 1903-1907: the, at first sight, remarkable fact that whilst the new values",remarkable
Years 1903-1907: remarkable in view of the fact that there are several otherwise,remarkable
"Years 1903-1907: hand we have the remarkable fact that WoLrer, making use of",remarkable
Years 1903-1907: 10 per cent.—a somewhat remarkable fact ; the Yatio borne by,remarkable
Years 1903-1907: has called attention to the fact that in the young stem,attention
Years 1903-1907: not draw attention to the fact that the data of develop-,attention
Years 1903-1907: Craverier draw attention to the fact that in the explosions starting,attention
Years 1903-1907: would draw attention to the fact that when no sound-waves interfere,attention
Years 1903-1907: attention was drawn to the fact that a large percentage (80-100,attention
Years 1903-1907: ‘Bvould call attention to the fact that the values assigned to,attention
Years 1903-1907: I drew attention to the fact that these figures bear to,attention
Years 1903-1907: draw especial attention to the fact that the ridges are more,attention
"Years 1903-1907: stage—not, however, corresponding ones. The fact I want to draw attention",attention
Years 1903-1907: would draw attention to the fact that our results for cane,attention
Years 1903-1907: attention was called to the fact that at the place where,attention
Years 1903-1907: well be explained by the fact that the ewe was killed,explained
