Context,Collocate,File,Directory,Year
"to judge, how far this faCt is rare or inte- sti",this,rstl_1787_0034.txt,txt_rstl,1787
Of the truth of this fact I was. pers suaded by,this,rstl_1790_0026.txt,txt_rstl,1790
much $horter diameter ; this fact I have had frequent opportunities,this,rstl_1792_0020.txt,txt_rstl,1792
"especially to ascertain whether in fact this hemisphere, which, as is",this,rstl_1792_0020.txt,txt_rstl,1792
seconds ; and this in fact was the breadth given it,this,rstl_1792_0020.txt,txt_rstl,1792
mountains; it is yet a fact that the breadth of this,this,rstl_1792_0020.txt,txt_rstl,1792
"to 4, and this in fact was double the error of",this,rstl_1793_0011.txt,txt_rstl,1793
elec- trified negatively. This remarkable fact fully satisfied me that I,this,rstl_1794_0022.txt,txt_rstl,1794
&e. But to question this fact would be to question the,this,rstl_1794_0018.txt,txt_rstl,1794
squinting? That this is the fact has been well ascertained ;,this,rstl_1794_0018.txt,txt_rstl,1794
"the eye. To determine this fact by a direct experiment, I",this,rstl_1794_0013.txt,txt_rstl,1794
"inch. By which experiment- the fact seems to be eftablished, that",that,rstl_1785_0024.txt,txt_rstl,1785
"which moved, it was in fact Sntirely passive,, and that the",that,rstl_1785_0020.txt,txt_rstl,1785
"manometer.” I had ascertained that fact since the year 1776, by",that,rstl_1792_0025.txt,txt_rstl,1792
"of the whole. That remarkable fact will prove, that in the",that,rstl_1792_0025.txt,txt_rstl,1792
"to me, that if in fact there were a twilight on",that,rstl_1792_0020.txt,txt_rstl,1792
mountains; it is yet a fact that the breadth of this,that,rstl_1792_0020.txt,txt_rstl,1792
As it is a known fact that fluids exhibit different specific,that,rstl_1793_0015.txt,txt_rstl,1793
its electricity to positive; a fact that I have often observed,that,rstl_1794_0022.txt,txt_rstl,1794
elec- trified negatively. This remarkable fact fully satisfied me that I,that,rstl_1794_0022.txt,txt_rstl,1794
squinting? That this is the fact has been well ascertained ;,that,rstl_1794_0018.txt,txt_rstl,1794
bable that they are in fact very nearly equal; but still,that,rstl_1794_0012.txt,txt_rstl,1794
"inch. By which experiment- the fact seems to be eftablished, that",that,rstl_1785_0024.txt,txt_rstl,1785
"which moved, it was in fact Sntirely passive,, and that the",that,rstl_1785_0020.txt,txt_rstl,1785
"manometer.” I had ascertained that fact since the year 1776, by",that,rstl_1792_0025.txt,txt_rstl,1792
"of the whole. That remarkable fact will prove, that in the",that,rstl_1792_0025.txt,txt_rstl,1792
"to me, that if in fact there were a twilight on",that,rstl_1792_0020.txt,txt_rstl,1792
mountains; it is yet a fact that the breadth of this,that,rstl_1792_0020.txt,txt_rstl,1792
As it is a known fact that fluids exhibit different specific,that,rstl_1793_0015.txt,txt_rstl,1793
its electricity to positive; a fact that I have often observed,that,rstl_1794_0022.txt,txt_rstl,1794
elec- trified negatively. This remarkable fact fully satisfied me that I,that,rstl_1794_0022.txt,txt_rstl,1794
squinting? That this is the fact has been well ascertained ;,that,rstl_1794_0018.txt,txt_rstl,1794
bable that they are in fact very nearly equal; but still,that,rstl_1794_0012.txt,txt_rstl,1794
"which moved, it was in fact Sntirely passive,, and that the",in,rstl_1785_0020.txt,txt_rstl,1785
"of the whole. That remarkable fact will prove, that in the",in,rstl_1792_0025.txt,txt_rstl,1792
"its inferior conjunction, is in fact only the appa- rent, but",in,rstl_1792_0020.txt,txt_rstl,1792
"to me, that if in fact there were a twilight on",in,rstl_1792_0020.txt,txt_rstl,1792
"especially to ascertain whether in fact this hemisphere, which, as is",in,rstl_1792_0020.txt,txt_rstl,1792
seconds ; and this in fact was the breadth given it,in,rstl_1792_0020.txt,txt_rstl,1792
"in All the experiments. The fact is, when cast iron exposes",in,rstl_1792_0016.txt,txt_rstl,1792
"into the air, was in fact exposed to a colder medium,",in,rstl_1792_0014.txt,txt_rstl,1792
mits: indeed it is in fact to all intents a transit-instrument.,in,rstl_1793_0013.txt,txt_rstl,1793
"of the torquetum, which in fact was no- thing more than",in,rstl_1793_0011.txt,txt_rstl,1793
diameter ; and was in fact no more than a very,in,rstl_1793_0011.txt,txt_rstl,1793
"just mentioned, and is in fact a hanging level of the",in,rstl_1793_0011.txt,txt_rstl,1793
"to 4, and this in fact was double the error of",in,rstl_1793_0011.txt,txt_rstl,1793
rendered too convergent. The same fact is also observable in those,in,rstl_1794_0018.txt,txt_rstl,1794
the theory and matter of fact could scarcely be expected in,in,rstl_1794_0014.txt,txt_rstl,1794
bable that they are in fact very nearly equal; but still,in,rstl_1794_0012.txt,txt_rstl,1794
but made use of the fact in his investiga- tion of,in,rstl_1794_0005.txt,txt_rstl,1794
fig. 1. For although in fact the part of the rod,in,rstl_1794_0003.txt,txt_rstl,1794
"which moved, it was in fact Sntirely passive,, and that the",in,rstl_1785_0020.txt,txt_rstl,1785
"of the whole. That remarkable fact will prove, that in the",in,rstl_1792_0025.txt,txt_rstl,1792
"its inferior conjunction, is in fact only the appa- rent, but",in,rstl_1792_0020.txt,txt_rstl,1792
"to me, that if in fact there were a twilight on",in,rstl_1792_0020.txt,txt_rstl,1792
"especially to ascertain whether in fact this hemisphere, which, as is",in,rstl_1792_0020.txt,txt_rstl,1792
seconds ; and this in fact was the breadth given it,in,rstl_1792_0020.txt,txt_rstl,1792
"in All the experiments. The fact is, when cast iron exposes",in,rstl_1792_0016.txt,txt_rstl,1792
"into the air, was in fact exposed to a colder medium,",in,rstl_1792_0014.txt,txt_rstl,1792
mits: indeed it is in fact to all intents a transit-instrument.,in,rstl_1793_0013.txt,txt_rstl,1793
"of the torquetum, which in fact was no- thing more than",in,rstl_1793_0011.txt,txt_rstl,1793
diameter ; and was in fact no more than a very,in,rstl_1793_0011.txt,txt_rstl,1793
"just mentioned, and is in fact a hanging level of the",in,rstl_1793_0011.txt,txt_rstl,1793
"to 4, and this in fact was double the error of",in,rstl_1793_0011.txt,txt_rstl,1793
rendered too convergent. The same fact is also observable in those,in,rstl_1794_0018.txt,txt_rstl,1794
the theory and matter of fact could scarcely be expected in,in,rstl_1794_0014.txt,txt_rstl,1794
bable that they are in fact very nearly equal; but still,in,rstl_1794_0012.txt,txt_rstl,1794
but made use of the fact in his investiga- tion of,in,rstl_1794_0005.txt,txt_rstl,1794
fig. 1. For although in fact the part of the rod,in,rstl_1794_0003.txt,txt_rstl,1794
"to judge, how far this faCt is rare or inte- sti",is,rstl_1787_0034.txt,txt_rstl,1787
"its inferior conjunction, is in fact only the appa- rent, but",is,rstl_1792_0020.txt,txt_rstl,1792
"especially to ascertain whether in fact this hemisphere, which, as is",is,rstl_1792_0020.txt,txt_rstl,1792
mountains; it is yet a fact that the breadth of this,is,rstl_1792_0020.txt,txt_rstl,1792
"I believe, is a new fact ; and, I think the",is,rstl_1792_0007.txt,txt_rstl,1792
As it is a known fact that fluids exhibit different specific,is,rstl_1793_0015.txt,txt_rstl,1793
mits: indeed it is in fact to all intents a transit-instrument.,is,rstl_1793_0013.txt,txt_rstl,1793
"just mentioned, and is in fact a hanging level of the",is,rstl_1793_0011.txt,txt_rstl,1793
rendered too convergent. The same fact is also observable in those,is,rstl_1794_0018.txt,txt_rstl,1794
"present, I believe the contrary fact is almost universally asserted.* Besides,",is,rstl_1794_0018.txt,txt_rstl,1794
squinting? That this is the fact has been well ascertained ;,is,rstl_1794_0018.txt,txt_rstl,1794
"inch. By which experiment- the fact seems to be eftablished, that",that,rstl_1785_0024.txt,txt_rstl,1785
"which moved, it was in fact Sntirely passive,, and that the",that,rstl_1785_0020.txt,txt_rstl,1785
"manometer.” I had ascertained that fact since the year 1776, by",that,rstl_1792_0025.txt,txt_rstl,1792
"of the whole. That remarkable fact will prove, that in the",that,rstl_1792_0025.txt,txt_rstl,1792
"to me, that if in fact there were a twilight on",that,rstl_1792_0020.txt,txt_rstl,1792
mountains; it is yet a fact that the breadth of this,that,rstl_1792_0020.txt,txt_rstl,1792
As it is a known fact that fluids exhibit different specific,that,rstl_1793_0015.txt,txt_rstl,1793
its electricity to positive; a fact that I have often observed,that,rstl_1794_0022.txt,txt_rstl,1794
elec- trified negatively. This remarkable fact fully satisfied me that I,that,rstl_1794_0022.txt,txt_rstl,1794
squinting? That this is the fact has been well ascertained ;,that,rstl_1794_0018.txt,txt_rstl,1794
bable that they are in fact very nearly equal; but still,that,rstl_1794_0012.txt,txt_rstl,1794
"inch. By which experiment- the fact seems to be eftablished, that",that,rstl_1785_0024.txt,txt_rstl,1785
"which moved, it was in fact Sntirely passive,, and that the",that,rstl_1785_0020.txt,txt_rstl,1785
