Context,Collocate
"Years 1811-1820: which this curious fact must be ascribed,*",curious
"Years 1811-1820: explain the curious fact observed by MALvs,",curious
"Years 1811-1820: with the curious fact in magnetism, that",curious
Years 1811-1820: is a curious fact in the rupture,curious
Years 1811-1820: re- specting a fact s0 curious and,curious
Years 1811-1820: of the important fact of the get,important
"Years 1811-1820: a very important fact ; although perhaps,",important
Years 1811-1820: this highly important fact I am led,important
"Years 1811-1820: is a general fact at sea, and",general
Years 1811-1820: it is in fact a general solution.,general
Years 1811-1820: though the general fact which each of,general
Years 1811-1820: as a general fact when drawn from,general
Years 1811-1820: to the general fact which I have,general
Years 1811-1820: or may in fact be such highly,in
Years 1811-1820: is probably no fact in ancient history,in
Years 1811-1820: parts was in fact increased; and the,in
Years 1811-1820: pale red. This fact seems in favour,in
Years 1811-1820: in point of fact we shall embrace,in
Years 1811-1820: finds that in fact the equation &,in
"Years 1811-1820: our own, in fact give us very",in
Years 1811-1820: earth was in fact flattened at the,in
"Years 1811-1820: poles, is in fact more- elevated at",in
"Years 1811-1820: lected, and in fact it does not",in
Years 1811-1820: verification; and in fact the quantity of,in
Years 1811-1820: ; and in fact {I the distance,in
Years 1811-1820: lemma: and in fact we get m—2,in
Years 1811-1820: ; which in fact it will be,in
Years 1811-1820: And this in fact I find to,in
Years 1811-1820: but which in fact was this little,in
Years 1811-1820: tail is in fact established by observation.,in
"Years 1811-1820: tetrahedral, although in fact it be demonstrably",in
Years 1811-1820: others; although in fact it is most,in
Years 1811-1820: that in 65 fact there is a,in
Years 1811-1820: method was in fact pursued with several,in
"Years 1811-1820: heart, and in fact that the heat",in
Years 1811-1820: experiment; and in fact the comparison would,in
Years 1811-1820: in which the fact of the gradual,in
Years 1811-1820: it is in fact to Mr. DaLTon,in
"Years 1811-1820: second, we in fact make ax =",in
Years 1811-1820: and we in fact by assuming this,in
Years 1811-1820: they are in fact found in what,in
Years 1811-1820: flaw is in fact of very great,in
Years 1811-1820: towards may in fact be solved by,in
Years 1811-1820: It is in fact only from a,in
"Years 1811-1820: »x's, which in fact agrees with the",in
