Context,Collocate
Years 1834-1843: is a curious fact relating to the,curious
Years 1834-1843: I deemed the fact sufficiently curious to,curious
Years 1834-1843: another. The curious fact that we do,curious
Years 1834-1843: observed the curious fact that the intensity,curious
Years 1834-1843: is a curious fact that all the,curious
Years 1834-1843: is a curious fact mentioned to me,curious
Years 1834-1843: a very curious fact ; and the,curious
Years 1834-1843: curious fact. The fact is certainly not,curious
Years 1834-1843: is a curious fact that these bees,curious
"Years 1834-1843: of an interesting fact before alluded to,",interesting
Years 1834-1843: remarkable and interesting fact that in the,interesting
Years 1834-1843: a very interesting fact connected with the,interesting
Years 1834-1843: interesting and important fact may be considered,interesting
Years 1834-1843: in insects. This fact is interesting in,interesting
Years 1834-1843: the Polydesmide. This fact is especially interesting,interesting
Years 1834-1843: legs (4). This fact is interesting from,interesting
Years 1834-1843: air. This important fact is now well,important
Years 1834-1843: The very important fact established by Dr.,important
Years 1834-1843: is one important fact to be observed,important
Years 1834-1843: observe the important fact of the existence,important
Years 1834-1843: a very important fact in the theory,important
Years 1834-1843: interesting and important fact may be considered,important
Years 1834-1843: to the important fact communicated to me,important
Years 1834-1843: most important geological fact is established; namely,important
Years 1834-1843: very little. This fact will be important,important
Years 1834-1843: remarkable and interesting fact that in the,remarkable
"Years 1834-1843: tions, The remarkable fact that the transverse",remarkable
Years 1834-1843: have in this fact a very remarkable,remarkable
Years 1834-1843: especially the remarkable fact of the exact,remarkable
Years 1834-1843: with the remarkable fact which we shall,remarkable
"Years 1834-1843: The next remarkable fact is, that in",remarkable
Years 1834-1843: from the remarkable fact that it takes,remarkable
"Years 1834-1843: the trials, the fact that the torpedinal",that
"Years 1834-1843: apparent, from the fact that in the",that
Years 1834-1843: adduced establishes the fact that the mammary,that
Years 1834-1843: remarkable and interesting fact that in the,that
Years 1834-1843: find that in fact its amount is,that
Years 1834-1843: cheliferous ; the fact that the Zoea,that
"Years 1834-1843: inquiries, from the fact that five large",that
Years 1834-1843: that a similar fact has been ob-,that
"Years 1834-1843: increased. 1073. The fact is, that under",that
Years 1834-1843: upon the known fact that electric currents,that
"Years 1834-1843: yolcanos, that the fact appeared to require",that
