Context,Collocate,File,Directory,Year
"""This is Matter . of Fact : known (143) known'to every",matter,rstl_1708_0023.txt,txt_rstl,1708
as appears by matter of Fact ; which take as fol-,matter,rstl_1708_0039.txt,txt_rstl,1708
on- > relace Matter of Fact as to the discovery of,matter,rstl_1708_0062.txt,txt_rstl,1708
shewn to be matter of Fact ; and that not only,matter,rstl_1714_0058.txt,txt_rstl,1714
"""This is Matter . of Fact : known (143) known'to every",of,rstl_1708_0023.txt,txt_rstl,1708
as appears by matter of Fact ; which take as fol-,of,rstl_1708_0039.txt,txt_rstl,1708
on- > relace Matter of Fact as to the discovery of,of,rstl_1708_0062.txt,txt_rstl,1708
shewn to be matter of Fact ; and that not only,of,rstl_1714_0058.txt,txt_rstl,1714
Truth of the Matters of Fact in the within written: *,of,rstl_1714_0058.txt,txt_rstl,1714
Truth of the Matters of Fact in the within written: ©,of,rstl_1714_0059.txt,txt_rstl,1714
on- > relace Matter of Fact as to the discovery of,the,rstl_1708_0062.txt,txt_rstl,1708
Truth of the Matters of Fact in the within written: *,the,rstl_1714_0058.txt,txt_rstl,1714
Truth of the Matters of Fact in the within written: ©,the,rstl_1714_0059.txt,txt_rstl,1714
